,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH5721,Kỹ thuật pha màu,2(2-1-0-4),2,3,0.7
,CH5722,TN pha màu,1(0-0-2-2),1,3,0.7
,CH5729,Kỹ thuật sản xuất mực in,2(2-1-0-4),2,3,0.7
,CH5730,Vật liệu in bảo mật,2(2-1-0-4),2,3,0.7
,CH5731,Tự động hóa trong máy in,2(2-1-0-4),2,3,0.7
,CH5732,Kỹ thuật in trên vật liệu đặc biệt,2(2-1-0-4),2,3,0.7
,CH5717,Chuyên đề 1,1(2-0-0-2),1,2,0.7
,CH5728,Chuyên đề 2,1(2-0-0-2),1,2,0.7
,CH5850,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
,CH5950,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
,ET4750,Kỹ thuật lập trình nội dung số,2(2-1-0-4),2,3,0.7
,MI5052,Mô hình mô phỏng,2(2-1-0-4),2,3,0.5
,MI5142,Cơ sở dữ liệu nâng cao,2(2-1-0-4),2,3,0.5
,MI5062,Trí tuệ nhân tạo,2(2-1-0-4),2,3,0.5
,MI5054,Đồ án thiết kế,3(0-0-6-6),3,6,0.5
,MI5150,Lý thuyết nhận dạng,3(3-1-0-6),3,4,0.5
,MI5122,Hệ động lực và ứng dụng,3(3-1-0-6),3,4,0.5
,MI5132,Phương pháp số hiện đại,3(2-2-0-6),3,4,0.5
,MI5120,Xử lý ảnh số,3(2-2-0-6),3,4,0.5
,MI5310,Phép biến đổi tích phân kiểu tích chập và ứng dụng,3(2-2-0-6),3,4,0.5
