,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX4093,Lý thuyết và kỹ thuật đo màu,2(2-0-1-4),2,3.5,0.7
,TEX4101,Cấu trúc sợi,2(2-0-0-4),2,2,0.75
,TEX4102,Thiết kế trang phục 1,4(3-0-2-8),4,6,0.75
,TEX4103,Công nghệ hoàn tất sản phẩm dệt,2(2-0-0-4),2,2,0.75
,TEX4111,Đo lường dệt,2(2-0-0-4),2,2,0.75
,TEX4112,Thiết kế trang phục 2,3(3-0-1-6),3,4.5,0.75
,TEX4121,Cấu trúc vải dệt kim,3(3-0-0.5-6),3,4,0.75
,TEX4122,Đồ án thiết kế trang phục,1(1-1-0-2),1,2,0.75
,TEX4123,Tin học ứng dụng trong in-nhuộm-hoàn tất,2(2-0-0-4),2,2,0.75
,TEX4131,Tin học ứng dụng trong công nghệ dệt,2(1-0-2-4),2,4,0.75
,TEX4132,Tổ chức & định mức lao động c.nghiệp may,2(2-0-0-4),2,2,0.75
,TEX4141,Thiết kế dây chuyền công nghệ dệt,3(3-0-0-6),3,3,0.75
,TEX4142,Thiết kế dây chuyền may,2(2-0-0-4),2,2,0.75
,TEX4151,Đồ án thiết kế dây chuyền công nghệ dệt,1(1-1-0-2),1,2,0.75
,TEX4152,Đồ án thiết kế dây chuyền may,1(0-2-0-2),1,2,0.75
,TEX4153,Chuyên đề,2(2-0-0-4),2,2,0.75
,TEX4161,Chuyên đề,1(1-0-0-2),1,1,0.75
,TEX4162,Hình họa thời trang,2(0-4-0-4),2,4,0.75
,TEX4163,Vật liệu may,4(4-0-0-8),4,4,0.75
,TEX4171,Cơ cấu máy dệt,4(4-0-0.5-8),4,5,0.75
