,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PE2020,Giáo dục thể chất E,0(0-2-0-2),0,1.5,1
,MIL2010,Giáo dục quốc phòng II,0(1-0-1-0),0,2,1
,PH1020,Vật lý đại cương II,4(3-2-1-8),4,6.5,0.7
,CH1010,Hoá học đại cương,3(2-1-1-6),3,4.5,0.5
,EM1010,Quản trị học đại cương,2(2-1-0-4),2,3,0.5
,MI2010,Phương pháp tính,2(2-0-0-4),2,2,0.5
,MI2020,Xác suất thống kê,3(2-2-0-6),3,4,0.5
,EE2010,Kỹ thuật điện,3(2-1-1-6),3,4.5,0.7
,HE2010,Kỹ thuật nhiệt,3(3-1-0-6),3,4,0.7
,ME2030,Cơ khí đại cương,2(2-1-0-4),2,3,0.7
,ME2040,Cơ học kỹ thuật,3(2-2-0-6),3,4,0.7
,FL3011,Kỹ năng nói tiếng Anh I,2(2-1-0-4),2,3,0.5
,FL3021,Kỹ năng nghe tiếng Anh I,2(2-1-0-4),2,3,0.6
,FL3031,Kỹ năng đọc tiếng Anh I,2(2-1-0-4),2,3,0.6
,FL1320,Cơ sở văn hoá Việt Nam,2(2-0-0-4),2,2,0.6
,IT1020,Tin học đại cương,3(3-1-1-6),3,5.5,0.6
,FL3012,Kỹ năng nói tiếng Anh II,2(2-1-0-4),2,3,0.5
,FL3022,Kỹ năng nghe tiếng Anh II,3(2-2-0-6),3,4,0.6
,FL3032,Kỹ năng đọc tiếng Anh II,3(2-2-0-6),3,4,0.6
,FL1330,Tiếng Việt thực hành,2(2-0-0-4),2,2,0.6
