,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4688,Thí nghiệm chuyên ngành 2,3(0-0-9-9),3,9,0.75
,CH4690,Thực tập nhận thức,3(0-0-6-12),3,6,0.75
,CH4692,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.75
,CH5001,Thực tập tốt nghiệp (Hữu cơ hoá dầu),2(0-0-4-8),2,5,0.5
,CH5003,Thực tập tốt nghiệp (CN điện hoá & BVKL),2(0-0-4-8),2,5,0.5
,CH5006,Thực tập tốt nghiệp (Hoá lý),2(0-0-4-8),2,5,0.5
,CH5009,Thực tập tốt nghiệp (CN Hoá dược),2(0-0-4-8),2,5,0.5
,CH5012,Thực tập tốt nghiệp (CN in),2(0-0-4-8),2,5,0.5
,CH5101,Đồ án tốt nghiệp (Hữu cơ hoá dầu),10(0-0-20-40),10,25,0.5
,CH5103,Đồ án tốt nghiệp (CN điện hoá & BVKL),10(0-0-20-40),10,25,0.5
,CH5104,Đồ án tốt nghiệp (CN vật liệu Silicat),10(0-0-20-40),10,25,0.5
,CH5105,Đồ án tốt nghiệp (CN các hợp chất vô cơ),10(0-0-20-40),10,25,0.5
,CH5106,Đồ án tốt nghiệp (Hoá lý),10(0-0-20-40),10,25,0.5
,CH5108,Đồ án tốt nghiệp (CN giấy & xenluloza),10(0-0-20-40),10,25,0.5
,CH5109,Đồ án tốt nghiệp (CN Hoá dược),10(0-0-20-40),10,25,0.5
,CH5112,Đồ án tốt nghiệp (CN in),10(0-0-20-40),10,25,0.5
,IT4040,Trí tuệ nhân tạo,3(3-1-0-6),3,4,0.7
,IT4050,Thiết kế và phân tích thuật toán,3(3-1-0-6),3,4,0.6
,IT4060,Lập trình mạng,2(1-2-0-4),2,3,0.7
,IT4070,Ngôn ngữ và phương pháp dịch,3(3-1-0-6),3,4,0.7
