,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MIL1230,Quân sự chung,0(1-0-1-4),0,2,0.6
,MIL1240,Kỹ thuật chiến đấu bộ binh và chiến thuật,0(0-0-4-8),0,4,0.6
,MSE4999E,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5
,NE4443,Hệ thống thông tin y tế,2(2-0-0-4),2,2,0.7
,NE3500,Thực tập kỹ thuật,2(0-1-4-4),2,4,0.5
,NE3510,Đồ án tốt nghiệp Cử nhân,6(0-0-12-24),6,15,0.5
,EE4032E,Nhà máy điện và trạm biến áp,3(3-1-0-6),3,4,0.7
,EE3426E,Lưới điện phân phối,2(2-1-0-4),2,3,0.7
,EE4052E,Kỹ thuật điện cao áp,3(3-1-0-6),3,4,0.7
,EE44262E,Nhà máy điện gió và mặt trời,2(2-1-0-4),2,3,0.7
,EE4466E,Lưới điện thông minh và microgrid,3(3-1-0-6),3,4,0.7
,AC3010E,Phân tích và thiết kế hệ thống,2(2-1-0-4),2,3,0.7
,ET4923E,Đồ án nghiên cứu Cử nhân,8(0-0-16-32),8,20,0.5
,EV2253,Môi trường và xã hội,2(2-1-0-4),2,3,0.7
,EV3254,Đồ án I (QLMT),2(0-0-4-4),2,4,0.7
,EV3255,Năng lượng và tài nguyên khoáng sản,2(2-0-0-4),2,2,0.7
,EV3259,Thống kê sinh thái,2(2-0-0-4),2,2,0.7
,EV3260,Đặc tính hóa tài nguyên,2(2-1-0-4),2,3,0.7
,EV3261,Quản lý tổng hợp tài nguyên nước,2(2-1-0-4),2,3,0.7
,EV3262,Bảo tồn và quản lý tài nguyên đất,2(2-1-0-4),2,3,0.7
