,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM5040,Thực tập tốt nghiệp QTTCKT,4(0-0-8-16),4,10,0.5
,EM5050,Thực tập tốt nghiệp KTNL,4(0-0-8-16),4,10,0.5
,EM5110,Đồ án tốt nghiệp QTDN,10(0-0-20-40),10,25,0.5
,EM5120,Đồ án tốt nghiệp QTMKT,10(0-0-20-40),10,25,0.5
,EM5130,Đồ án tốt nghiệp QLCN,10(0-0-20-40),10,25,0.5
,EM5140,Đồ án tốt nghiệp QTTCKT,10(0-0-20-40),10,25,0.5
,EM5150,Đồ án tốt nghiệp KTNL,10(0-0-20-40),10,25,0.5
,IT3087,Máy tính và mạng máy tính,3(2-1-1-6),3,4.5,0.7
,FL1430,Ngoại ngữ 2-III,3(2-2-0-6),3,4,0.7
,FL1440,Ngoại ngữ 2-IV,3(2-2-0-6),3,4,0.7
,FL1450,Ngoại ngữ 2-V,3(2-2-0-6),3,4,0.7
,HE4050,Quá trình và thiết bị nhiệt,4(4-2-0-8),4,6,0.75
,TEX4223,Vật liệu dệt II,2(0-0-4-4),2,6,0.75
,FL1101,Tiếng Anh 2,3(0-6-0-6),0,6,0.7
,FL1102,TOEIC II,0(0-6-0-6),0,6,0.7
,CH1026,Hoá học đại cương 2,4(3-2-1-8),4,6.5,0.7
,MI1110,Giải tích I,4(3-2-0-8),4,5,0.5
,MI1140,Đại số,4(3-2-0-8),4,5,0.5
,PH1110,Vật lý đại cương I,3(2-1-1-6),3,4.5,0.7
,MIL1110,Đường lối quân sự,0(3-0-0-6),0,3,0.7
