,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET2012,Kỹ thuật điện tử,2(2-0-1-4),2,3.5,0.7
,ET2030,Ngôn ngữ lập trình,3(3-1-0-6),3,4,0.7
,ET2040,Cấu kiện điện tử,3(3-0-1-6),3,4.5,0.7
,ET2050,Lý thuyết mạch,3(3-0-1-6),3,4.5,0.7
,ET2060,Tín hiệu và hệ thống,3(3-1-0-6),3,4,0.7
,ET2070,Cơ sở truyền tin,2(2-0-1-4),2,3.5,0.7
,ET2080,Cơ sở kỹ thuật đo lường,2(2-0-1-4),2,3.5,0.7
,ET4612,Đồng hồ chỉ thị trên máy bay,2(2-1-0-4),2,3,0.7
,ET4622,Thiết bị điện - điện tử trên máy bay,2(2-1-0-4),2,3,0.7
,EV2121,Thủy lực & truyền nhiệt trong CNMT,4(3-1-1-8),4,5.5,0.7
,FL3051,Tiếng Anh KT Điện-điện tử I,3(3-1-0-6),3,4,0.5
,FL3054,Tiếng Anh Hóa-Môi trường I,3(2-2-0-4),3,4,0.5
,FL3055,Tiếng Anh Kinh tế và Kinh doanh I,3(2-2-0-4),3,4,0.5
,FL3060,Lý thuyết dịch,2(2-0-0-4),2,2,0.7
,HE2000,Nhập môn KT Nhiệt lạnh,2(2-0-1-4),2,3.5,0.7
,HE2012,Kỹ thuật nhiệt,2(2-1-0-4),2,3,0.7
,IT4230,Kỹ năng giao tiếp,2(2-1-0-4),2,3,0.7
,ME2012,Đồ họa kỹ thuật II,3(3-1-0-6),3,4,0.7
,ME2100,Nhập môn cơ điện tử,3(2-1-2-6),3,6,0.7
,ME3151,Thực tập nhận thức cơ khí,1(0-0-2-0),1,2,1
