,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MIL1210Q,Đường lối quốc phòng và an ninh của Đảng Cộng sản Việt Nam,0(3-0-0-6),0,3,0.6
,ET4370E,Kỹ thuật truyền hình,2(2-0-1-4),2,3.5,0.7
,EV3256,Quan trắc và đánh giá chất lượng môi trường,3(2-0-2-6),3,5,0.7
,EV3257,Kinh tế tài nguyên và môi trường,3(3-1-0-6),3,4,0.7
,EV3258,Viễn thám và GIS ứng dụng trong quản lý tài nguyên và môi trường,2(2-1-0-4),2,3,0.7
,EV4263,Kinh tế xanh lam,2(2-0-0-4),2,2,0.7
,EV4264,Công nghệ sinh học hướng tới kinh tế tuần hoàn,2(2-0-0-4),2,2,0.7
,EV4265,Bảo toàn và hiệu quả năng lượng,2(2-0-0-4),2,2,0.7
,EV4266,Sản xuất và tiêu dùng bền vững,2(2-0-0-4),2,2,0.7
,EV4322,Đồ án II (QLMT),2(0-0-4-4),2,4,0.7
,EV4269,Đánh giá tính dễ bị tổn thương do biến đổi khí hậu,2(2-1-0-4),2,3,0.7
,EV4267,Giảm nhẹ và thích ứng với biến đổi khí hậu,2(2-0-0-4),2,2,0.7
,EV4268,Năng lượng từ chất thải,2(2-1-0-4),2,3,0.7
,EV4324,Đồ án tốt nghiệp (QLMT),6(0-0-12-12),6,15,0.5
,EV4905,Đồ án nghiên cứu Cử nhân (QLMT),8(0-0-16-16),8,20,0.5
,EV2252,Các quá trình cơ bản trong CNMT II,2(2-1-0-4),2,3,0.7
,ET4457,Giải phẫu và sinh lý,3(3-1-0-6),3,4,0.6
,ET4248,Học máy trong y tế,3(3-1-0-6),3,4,0.6
,ET4235,IoT trong y tế,3(3-1-0-6),3,4,0.6
,ET4596,Tin sinh học,3(3-1-0-6),3,4,0.6
