,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI5130,Đại số ứng dụng,3(2-2-0-6),3,4,0.5
,MI5140,Khai phá dữ liệu,3(2-2-0-6),3,4,0.5
,MI5012,Thực tập kỹ sư,3(0-0-6-12),3,7.5,0.5
,MI5910,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
,ET4571,Xử lý tín hiệu y sinh số,2(2-0-1-4),2,3.5,0.7
,EM3511Q,Lý thuyết tài chính tiền tệ/ L’introduction au finance et à la monnaie,2(2-1-0-4),2,3,0.7
,EM3001Q,Thực tập kinh tế,2(0-0-4-8),2,4,1
,CH5209,An toàn nhà máy lọc hóa dầu,2(2-1-0-4),2,3,0.7
,CH5611,Kỹ thuật tách và tinh chế,2(2-1-0-4),2,3,0.7
,CH5613,Thí nghiệm chuyên ngành hóa dược II,2(0-0-4-4),2,6,0.7
,CH5614,Đồ án chuyên ngành Hóa dược,3(0-0-6-6),3,6,0.5
,CH5262,Kỹ thuật vật liệu cao su,2(2-1-0-4),2,3,0.7
,CH5263,Polyme phân huỷ sinh học,2(2-1-0-4),2,3,0.7
,IT4435Q,Thương mại điện tử,2(2-1-0-5),2,3,0.6
,IT4125,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5
,IT4124,Đồ án tốt nghiệp,6(0-0-12-12),6,15,0.5
,IT4125E,Bachelor Thesis,6(0-0-12-12),6,15,0.5
,JP2126,Tiếng Nhật 5,2(0-4-0-4),2,4,0.7
,JP2132,Tiếng Nhật 6,2(0-4-0-4),2,4,0.7
,TE4241,Động lực học ô tô cơ bản,2(2-1-0-4),2,3,0.7
