,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET2072E,Lý thuyết thông tin,2(2-0-1-4),2,3.5,0.6
,ET2060E,Tín hiệu và hệ thống,3(3-1-0-6),3,4,0.6
,ET3210E,Trường điện từ,3(3-0-1-6),3,4.5,0.6
,ET3260E,Kỹ thuật phần mềm ứng dụng,2(2-1-0-4),2,3,0.6
,ET2080E,Cơ sở kỹ thuật đo lường,2(2-0-1-4),2,3.5,0.7
,ET3291E,Đồ án thiết kế I,2(0-0-4-4),2,4,0.7
,ET4011E,Đồ án thiết kế II,2(0-0-4-4),2,4,0.6
,ET3310E,Lý thuyết mật mã,3(3-0-1-6),3,4.5,0.6
,ET3270E,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.6
,TE2001,Nhập môn kỹ thuật ô tô,2(1-0-2-4),2,4,0.7
,TE3090,Đồ án thiết kế máy,3(0-6-0-6),3,6,0.6
,TE4060,Các nguồn động lực trên ô tô,2(2-1-0-4),2,3,0.7
,TE4031,Thiết kế động cơ ô tô,3(3-1-0-6),3,4,0.7
,FL1801,Tiếng Pháp PFIEV 1,3(1-4-0-6),0,5,0.6
,EE3550E,Điều khiển quá trình,3(3-1-0-6),3,4,0.6
,CH4015,Chuyên đề 2,2(2-1-0-4),2,3,0.7
,EE4319E,Điều khiển mờ và mạng nơron,3(3-0-0-6),3,3,0.7
,EE4401E,Thiết kế hệ điều khiển nhúng (BTL),3(2-2-0-6),3,4,0.5
,EE4356,Dụng cụ và hệ thống tự động hóa đo trong xử lý môi trường,2(2-1-0-4),2,3,0.7
,FL1145,Speaking,2(1-3-0-4),0,4,0.5
