,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET2001E,Nhập môn truyền thông số và KT đa phương tiện,2(2-0-1-4),2,3.5,0.7
,ET2101E,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),2,3,0.7
,ET3221E,Điện tử số,3(3-0-1-6),3,4.5,0.7
,ET4262E,Nén và mã hóa dữ liệu đa phương tiện,2(2-1-0-4),2,3,0.7
,ET4430E,Lập trình nâng cao,2(2-1-0-4),2,3,0.7
,ET4730E,Đồ họa máy tính,2(2-1-0-4),2,3,0.7
,ET3302E,Kỹ thuật vi xử lý,3(3-1-0-6),3,4,0.7
,AC2040E,Cở sở dữ liệu,2(2-1-0-4),2,3,0.7
,ET4591E,Xử lý ảnh số,2(2-1-0-4),2,3,0.7
,AC3110E,Xử lý ngôn ngữ tự nhiên,2(2-1-0-4),2,3,0.7
,ET4720E,Xử lý tín hiệu âm thanh,2(2-1-0-4),2,3,0.7
,AC3120E,Học máy cơ bản,3(3-1-0-6),3,4,0.7
,ET4291E,Hệ điều hành,3(2-1-1-6),3,4.5,0.7
,ET4041E,Kiến trúc máy tính,2(2-0-1-4),2,3.5,0.7
,ET4230E,Mạng máy tính,3(3-0-1-6),3,4.5,0.7
,AC4150E,Tương tác người - máy,2(2-1-0-4),2,3,0.7
,ET4750E,Kỹ thuật lập trình nội dung số,2(2-1-0-4),2,3,0.7
,AC4110E,Phân tích và trực quan hóa dữ liệu,2(2-1-0-4),2,3,0.7
,ET4362E,Hệ thống nhúng đa phương tiện,3(2-1-1-4),3,4.5,0.7
,AC4120E,Kỹ xảo điện ảnh,2(2-1-0-4),2,3,0.7
