,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4613,CN hữu cơ hoá dầu,2(2-1-0-4),2,3,0.75
,CH4614,Quá trình và thiết bị sấy,2(2-0-1-4),2,3.5,0.75
,IT4030,Nhập môn hệ quản trị cơ sở dữ liệu,2(1-2-0-4),2,3,0.7
,CH4615,CN vô cơ điện hoá & silicat,2(2-1-0-4),2,3,0.75
,CH4616,Thiết bị phản ứng,4(4-1-0-8),4,5,0.75
,CH4617,Thiết kế lắp đặt công trình hoá chất,2(2-1-0-4),2,3,0.75
,CH4618,Đồ án môn học,1(1-1-0-3),1,2,0.75
,CH4619,Kỹ thuật đường ống và phụ kiện,2(2-1-0-4),2,3,0.75
,CH4620,Đồ án chuyên ngành,2(2-1-0-4),2,4,0.75
,CH4621,Máy vận chuyển Vật liệu rời,2(2-1-0-4),2,3,0.75
,CH4623,Ứng dụng tin học trong CNHH,2(2-1-0.5-4),2,4,0.75
,CH4624,Thực tập nhận thức,1(0-0-2-8),1,2,0.75
,CH4625,Tiếng Anh chuyên ngành,2(2-1-0-4),2,3,0.75
,CH4626,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.75
,CH4627,Nhiệt động kỹ thuật,2(2-1-0-4),2,3,0.75
,CH4629,Chuyên đề,2(2-1-0-4),2,3,0.75
,CH4631,Kỹ thuật an toàn và môi trường,2(2-1-0-4),2,3,0.75
,CH4633,Công nghệ hàn,2(2-1-0-4),2,3,0.75
,CH4660,Kỹ thuật sắp chữ dàn trang,2(2-1-0-4),2,3,0.75
,CH4661,Các vật liệu in đặc biệt,2(2-1-0-4),2,3,0.75
