,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ED3320,Quản trị dự án,3(2-2-0-6),3,4,0.7
,ED3330,Giáo dục người lớn,2(2-0-0-4),2,2,0.7
,ED3340,E-learning,3(2-1-1-6),3,4.5,0.7
,ED3350,Tiếng Anh chuyên ngành Công nghệ giáo dục,2(2-0-0-4),2,2,0.7
,ED3360,Kỹ thuật nhiếp ảnh và Thiết kế thương hiệu,3(2-0-2-6),3,3.5,0.7
,AC2020,"Đồ họa hình động 2D, 3D",3(3-1-0-6),3,4,0.7
,AC2030,Khai thác thông tin đa phương tiện,2(2-1-0-4),2,3,0.7
,AC2040,Cơ sở dữ liệu,2(2-1-0-4),2,3,0.7
,AC2050,Cấu trúc dữ liệu và giải thuật,2(2-1-0-4),2,3,0.7
,AC2060,Nhập môn trí tuệ nhân tạo,2(2-1-0-4),2,3,0.7
,AC3010,Phân tích và thiết kế hệ thống,2(2-1-0-4),2,3,0.7
,AC2070,Thiết kế và lập trình web,3(3-0-1-6),3,4.5,0.7
,AC2080,Trò chơi số và tương tác I,2(2-1-0-4),2,3,0.7
,ED4090,Technical Writing and Presentation,3(2-2-0-6),3,4,0.5
,AC3020,Trò chơi số và tương tác II,2(2-1-0-4),2,3,0.7
,ED4100,Mô phỏng trong giáo dục,2(1-2-0-4),2,3,0.7
,ED3370,Đồ án Chiến lược dạy học trong kỉ nguyên số,2(0-0-4-4),2,4,0.7
,ED3380,Video số trong giáo dục,2(2-0-1-4),2,3.5,0.7
,ED4110,Các công nghệ giáo dục tiên tiến,2(2-0-0-4),2,2,0.7
,ED3390,Hệ thống quản lý học tập thế hệ tương lai,2(1-2-0-4),2,3,0.7
