,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM3002,Thực tập nhận thức,1(0-0-2-4),1,3,1
,ME3036,Thực tập xưởng,2(0-0-4-4),2,4,0.7
,MSE3456,Xử lý số liệu,3(3-0-0-6),3,3,0.75
,MSE3446,Hành vi cơ nhiệt của vật liệu,3(3-1-0.5-6),3,5,0.5
,MSE3426,Tổng hợp vật liệu,3(3-1-0-6),3,4,0.7
,MSE3406,Nhiệt động học vật liệu,4(4-0.5-0-8),4,4.5,0.75
,MSE3316,Thí nghiệm vật liệu 1,3(0-0-6-6),3,9,0.5
,IT3042,Thực hành ngôn ngữ lập trình C, ,2,6,0.7
,IT4071,Xây dựng chương trình dịch,2(2-0-0-4),2,2,0.7
,IT4072,Thực hành chương trình dịch,2(0-0-4-4),2,6,0.7
,IT3031,Kiến trúc máy tính,2(2-0-0-4),2,2,0.7
,IT3032,Thực hành kiến trúc máy tính,2(0-0-4-4),2,6,0.7
,JP3020,Tiếng Nhật CN 6,3(0-3-0-6),3,3,0.7
,IT3901,FE Training Course, ,0,3,0.7
,EE3286,Lý thuyết điều khiển,4(3-1-1-6),4,5.5,0.5
,IT3104,Kỹ thuật lập trình,3(2-2-0-6),3,4,0.6
,EM3101,Kinh tế đại cương,2(2-0-0-4),2,2,0.6
,EV3006,Con người và môi trường,1(1-0-0-2),1,1,0.7
,MSE3xxx,Kỹ thuật vật liệu, ,2,2,0.5
,ME4193,Phương pháp thực nghiệm trong cơ học,2(2-0-1-4),2,3.5,0.7
