,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MIL1120,Công tác quốc phòng-An ninh,0(3-0-0-6),0,3,0.7
,EM1014,Quản trị học,2(2-1-0-4),2,3,0.5
,PH3015,Phương pháp toán cho KT hạt nhân,2(2-0-0-6),2,2,0.7
,ED3100,Thực tập nhận thức,1(0-0-3-0),1,2,1
,FL1441,Tiếng Trung Quốc I,3(2-2-0-6),3,4,0.6
,FL1442,Tiếng Trung Quốc II,3(2-2-0-6),3,4,0.6
,FL1443,Tiếng Trung Quốc III,2(2-1-0-4),2,3,0.6
,FL1444,Tiếng Trung Quốc IV,2(2-1-0-4),2,3,0.6
,FL1445,Tiếng Trung V,3(2-2-0-6),3,4,0.7
,IT3017,Cấu trúc dữ liệu và thuật toán,2(2-1-0-4),2,3,0.7
,IT3077,Hệ điều hành,2(2-1-0-4),2,3,0.7
,FL2013x,Tiếng Anh KHKT,3(2-2-0-4),3,4,0.7
,ET2013x,Kỹ thuật điện tử,3(3-1-0.5-6),3,5,0.7
,ET3003,Lập trình,4(3-1-1-8),4,5.5,0.7
,FL1501,Tiếng Pháp KSCLC 3A,3(3-2-0-6),3,5,0.6
,FL1502,Tiếng Pháp KSCLC 3B,3(3-2-0-6),3,5,0.6
,IT3014,Cấu trúc dữ liệu và GT,2(2-1-0-4),2,3,0.7
,ME4024,Công nghệ hàn nóng chảy I,2(2-0-1-4),2,3.5,0.6
,ME4034,Công nghệ hàn nóng chảy và hàn vảy II,2(2-1-0.5-4),2,4,0.6
,ME4040,Thiết kế tính toán động cơ đốt trong,3(3-2-0-6),3,5,0.7
