,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4431,Công nghệ chế biến giấy loại và khử mực,2(2-1-0-4),2,3,0.75
,CH4432,Thiết bị sản xuất giấy và bột giấy,3(3-1-0-6),3,4,0.75
,CH4435,Sản xuất bột giấy hiệu suất cao,2(2-1-0-4),2,3,0.75
,CH4436,Xử lý bề mặt giấy,2(2-1-0-4),2,3,0.75
,CH4437,Tính chất của giấy và thử nghiệm,2(2-1-0-4),2,3,0.75
,CH4438,Đồ án chuyên ngành,2(1-2-0-4),2,4,0.5
,CH4440,Thực tập nhận thức,3(0-0-6-12),3,6,0.5
,CH4442,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.5
,CH4480,Các quá trình cơ bản tổng hợp hữu cơ,2(2-1-0-4),2,3,0.75
,CH4481,Phân tích cấu trúc bằng phổ,2(2-1-0-4),2,3,0.7
,CH4482,Hóa học các hợp chất thiên nhiên,2(2-1-0-4),2,3,0.75
,CH4483,Hoá học mỹ phẩm & hương liệu,2(2-1-0-4),2,3,0.7
,CH4484,Các quá trình cơ bản tổng hợp hóa dược,2(2-1-0-4),2,3,0.75
,CH4485,Hoá học cây thuốc & KT chiết xuất,2(2-0-0-4),2,2,0.75
,CH4486,Hóa học bảo vệ thực vật,3(3-1-0-6),3,4,0.75
,CH4487,Sản xuất thuốc theo tiêu chuẩn GMP,2(2-0-0-4),2,2,0.75
,MSE4xxx,Thực tập tốt nghiệp,2(2-1-0-4),2,3,0.7
,CH4488,KT TH các chất có hoạt tính sinh học,2(2-1-0-4),2,3,0.75
,IT4020,Nhập môn lý thuyết tính toán,3(3-1-0-6),3,4,0.7
,CH4017,Tiếng Anh dành cho sinh viên ngành hóa dầu,2(2-1-0-4),2,3,0.7
