,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF5682,Thực phẩm chức năng,2(2-1-0-4),2,3,0.7
,BF5331,Quản lý chất lượng toàn diện chuỗi cung ứng TP,2(2-1-0-4),2,3,0.7
,JP2131,Tiếng Nhật 6,4(0-8-0-8),4,8,0.7
,MSE5160,Công nghệ tiên tiến sản xuất thép và hợp kim,2(2-1-0-4),2,3,0.7
,MSE5161,"Ứng dụng gang, thép và hợp kim",2(2-1-0-4),2,3,0.7
,MSE5123,Vật liệu chịu lửa,3(3-0-0-6),3,3,0.7
,MSE5225,Công nghệ tạo hình vật liệu bột và compozit,3(2-1-0-6),3,3,0.7
,MSE5224,Phân tích sai hỏng khi gia công tạo hình vật liệu,2(2-0-0-4),2,2,0.7
,MSE5321,Vật liệu cấu trúc nano,3(3-1-0-6),3,4,0.7
,MSE5322,Xử lý số liệu thực nghiệm,2(1-2-0-4),2,3,0.7
,MSE5323,Hiển vi điện tử,2(2-1-0-4),2,3,0.7
,MSE5425,Vật liệu năng lượng,2(2-1-0-4),2,3,0.7
,MSE5434,Thiết bị luyện kim màu và luyện kim bột,3(3-1-0-6),3,4,0.7
,MSE5423,Chuyên đề về Vật liệu KLM & Compozit,2(1-2-0-4),2,3,0.7
,MSE5521,Công nghệ vật liệu bột và compozit,3(3-0-0-6),3,3,0.7
,MSE5523,Vật liệu có tính năng đặc biệt,2(2-1-0-4),2,3,0.7
,MSE5660,Vật liệu quang điện,2(2-0-0-4),2,2,0.7
,MSE5661,Ăn mòn và suy biến vật liệu,2(2-0-0-4),2,2,0.7
,MSE5662,Kim loại và hợp kim nhẹ,2(2-1-0-4),2,3,0.7
,MSE5663,Ứng dụng hệ keo và sol-gel trong CNVL,2(2-0-0-4),2,2,0.7
