,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MI1132,Giải tích III,3(2-2-0-6),3,4,0.5
,MI1142,Đại số,3(2-2-0-6),3,4,0.5
,MI1113,Giải tích I,4(3-2-0-8),4,5,0.5
,MI1133,Giải tích III,3(2-2-0-6),3,4,0.5
,MI1143,Đại số,4(3-2-0-8),4,5,0.5
,EE1024,Nhập môn ngành Điện,2(1-1-1-4),2,3.5,0.5
,EE3179,Thí nghiệm HTĐ II (LĐ),1(0-0-2-2),1,3,1
,FL1023,Ngữ âm thực hành,2(2-1-0-4),2,3,0.5
,FL1024,Ngữ pháp ứng dụng,2(2-1-0-4),2,3,0.5
,BIT3030,Kiến trúc máy tính,3(3-1-0-6),3,4,0.7
,BIT3010,Cấu trúc dữ liệu và giải thuật,3(3-1-0-6),3,4,0.7
,EM2130,Toán tài chính đại cương,2(2-1-0-4),2,3,0.6
,EM2300,Tin học kinh tế cơ sở,2(1-0-2-4),2,4,0.5
,EM1300,Nhập môn Quản trị kinh doanh,2(2-0-1-4),2,3.5,0.5
,EM1400,Nhập môn Quản lý công nghiệp,2(2-0-1-4),2,3.5,0.5
,EM1500,Nhập môn Tài chính ngân hàng,2(2-0-1-4),2,3.5,0.5
,EM1600,Nhập môn Kinh tế công nghiệp,2(2-0-1-4),2,3.5,0.5
,EM1700,Nhập môn Kế toán,2(2-0-1-4),2,3.5,0.5
,CH1015,Hoá học II,3(2-1-1-6),3,4.5,0.5
,CH1017,Hoá học,3(2-1-1-6),3,4.5,0.5
