,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EV5131,Thiết kế hệ thống xử lý chất thải,2(2-1-0-4),2,3,0.65
,EV5132,Xử lý chất thải hữu cơ bằng kỹ thuật nhiệt,2(2-1-0-4),2,3,0.6
,EV5133,Kỹ thuật công trình xử lý chất thải,2(2-1-0-4),2,3,0.65
,EV5190,Đồ án thiết kế - CNMT,3(0-6-0-6),3,6,0.5
,EV5230,Quản lý chất lượng nước,2(2-1-0-4),2,3,0.7
,EV5231,Quản lý chất lượng đất,2(2-1-0-4),2,3,0.7
,EV5290,Đồ án thiết kế - QLMT,3(0-6-0-6),3,6,0.5
,EV5137,Ứng dụng phương pháp dữ liệu đánh giá biến đổi hệ sinh thái,2(2-1-0-4),2,3,0.6
,EV5136,Chuyên đề kỹ thuật xử lý chất thải,2(2-0-0-4),2,2,0.7
,EV5135,Công nghệ xử lý SO2 trong khí thải,2(2-1-0-4),2,3,0.65
,EV5134,Quản lý hóa chất trong công nghiệp,2(2-0-0-4),2,2,0.5
,EV5232,Thống kê môi trường,2(2-0-0-4),2,2,0.7
,BF5701,Cơ sở lập dự án và thiết kế nhà máy,4(3-2-0-8),4,5,0.7
,BF5525,Tối ưu hóa quá trình trong CNSH-CNTP,2(2-1-0-4),2,3,0.7
,BF5517,Kỹ thuật điều chỉnh vi khí hậu trong CNTP,2(2-0-0-4),2,2,0.7
,BF5542,An toàn lao động và vệ sinh công nghiệp,2(2-0-0-4),2,2,0.7
,BF5516,Xu hướng phát triển thực phẩm,2(2-1-0-4),2,3,0.7
,BF5577,Đồ án chuyên ngành CNTP (Thiết kế),3(0-6-0-6),3,6,0.5
,BF5512,Công nghệ sản phẩm lên men và đồ uống,3(3-0-1-6),3,4.5,0.7
,BF5513,Công nghệ sản phẩm giàu gluxit (Đường/Ngũ cốc/Bánh kẹo/Rau quả),3(3-0-1-6),3,4.5,0.7
