,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FLE1204,Language Communication Skills 2,4(2-2-0-8),4,4,0.6
,FLE1205,Dealing with Texts 2,3(2-1-0-4),3,3,0.6
,FLE1206,Learning to learn 2 (BTL),3(2-1-0-4),3,3,0.6
,FLE1207,Professional skills 1,4(2-2-0-8),4,4,0.5
,IT3072E,Operating Systems,2(2-0-0-4),2,2,0.7
,MSE4001,Vật liệu kỹ thuật,2(2-0-0-4),2,2,0.7
,ET3046,Cơ sinh,3(2-1-1-6),3,4.5,0.7
,ET3116,Kỹ thuật vi xử lý,4(3-1-1-8),4,5.5,0.7
,ET3146,Mạch điện tử II,4(3-1-1-8),4,5.5,0.7
,ET4010E,Đồ án thiết kế,3(0-0-6-12),3,6,1
,ET4020E,Xử lý số tín hiệu,3(3-0-1-6),3,4.5,0.7
,ET4040E,Kiến trúc máy tính,3(3-0-1-6),3,4.5,0.7
,ET4070E,Thông tin số 1,3(3-0-1-6),3,4.5,0.7
,ET4080E,Cơ sở kỹ thuật mạng,3(3-1-0-6),3,4,0.7
,ET4218,Thiết kế Kỹ thuật y sinh IV,1(0-0-2-2),1,3,0.7
,ET5080E,Thiết kế số sử dụng VHDL,3(3-1-0-6),3,4,0.7
,ET3310,Lý thuyết mật mã,3(3-0-1-6),3,4.5,0.7
,CH2014,Hóa sinh đại cương,3(3-0-0-6),3,3,0.7
,TEX5163,Quá trình sản xuất xơ sợi nhân tạo,2(2-0-1-4),2,3.5,0.7
,TEX3104,Đồ án thiết kế,3(0-0-6-6),3,6,0.5
