,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,NE3021,Truyền nhiệt và nhiệt động học kỹ thuật,3(2-2-0-6),3,4,0.7
,SSH1170,Pháp luật đại cương,2(2-0-0-4),2,2,0.7
,BFL3260,Văn hoá xã hội Mỹ,2(2-1-0-4),2,3,0.6
,EM3112Q,Lịch sử các học thuyết kinh tế,2(2-1-0-4),2,3,0.7
,EM4527Q,Kế toán doanh nghiệp,3(3-1-0-6),3,4,0.7
,EM3141Q,Kinh tế quốc tế,2(2-1-0-4),2,3,0.75
,EM3212Q,Marketing cơ bản,3(3-1-0-6),3,4,0.75
,QT0113,Tiếng Nhật 1 (N5),3(3-1-0-6),3,10,0.7
,ET2082,Đo lường điện tử,3(3-0-1-6),3,4.5,0.7
,ET4245,Trí tuệ nhân tạo và ứng dụng,3(3-1-0-6),3,4,0.7
,ET4435,Lập trình song song,2(2-1-0-4),2,3,0.7
,FLJ1010,Tiếng Nhật 1,4(0-8-0-8),4,8,0.7
,FLJ1020,Tiếng Nhật 2,4(0-8-0-8),4,8,0.7
,FLJ1030,Tiếng Nhật 3,4(0-8-0-8),4,8,0.7
,FLJ1040,Tiếng Nhật 4,4(0-8-0-8),4,8,0.7
,FLJ1050,Tiếng Nhật 5,4(0-8-0-8),4,8,0.7
,FLJ1060,Tiếng Nhật 6,4(0-8-0-8),4,8,0.7
,FLJ1070,Tiếng Nhật 7,3(0-6-0-6),3,6,0.7
,NE4302,Truyền nhiệt và nhiệt động học kỹ thuật,3(2-2-0-6),3,4,0.7
,NE4303,Vật lý lò phản ứng hạt nhân,3(2-2-0-6),3,4,0.7
