,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE3612,Lý thuyết phương tiện thủy,3(3-0-1-6),3,4.5,0.7
,TE3652,Kết cấu phương tiện thủy,3(3-1-0-6),3,4,0.7
,TE3654,Thiết kế phương tiện thủy,3(3-1-0-6),3,4,0.7
,TE4634,Công nghệ chế tạo phương tiện thủy,3(3-1-0-6),3,4,0.7
,TE4652,Ứng dụng tin học trong kỹ thuật phương tiện thủy,2(2-1-0-4),2,3,0.7
,TE4654,Ổn định và điều khiển phương tiện thủy,2(2-1-0-4),2,3,0.7
,TE4656,"Hệ thống, trang thiết bị phương tiện thủy",2(2-1-0-6),2,3,0.7
,TE4400,Thực tập kỹ thuật (MTK),2(0-0-4-4),2,4,0.7
,TE4705,Thực tập kỹ thuật (TT),2(0-0-4-4),2,4,0.7
,TE4590,Đồ án tốt nghiệp Cử nhân (MTK),6(0-0-12-24),6,15,0.5
,TE4701,Đồ án tốt nghiệp Cử nhân (TT),6(0-0-12-24),6,15,0.5
,ET4365,Linh kiện vi điện tử mạch tích hợp,3(3-0-0-6),3,3,0.7
,ET4358,Cơ sở công nghệ vi điện tử,3(3-0-1-6),3,4.5,0.7
,ET4355,Cơ sở đóng gói linh kiện vi điện tử,3(3-0-1-6),3,4.5,0.7
,ET4345,Công nghệ mạch tích hợp mật độ cao,3(3-0-1-6),3,4.5,0.7
,ET4348,Điều khiển và ghép nối thiết bị ngoại vi,3(3-0-1-6),3,4.5,0.7
,CH3750,Phương pháp nghiên cứu khoa học,2(2-1-0-4),2,3,0.7
,MI5032,Điều khiển tối ưu,2(2-1-0-4),2,3,0.5
,MI5160,Chuỗi khối và ứng dụng,2(2-1-0-4),2,3,0.5
,BF5728,Cơ sở lập dự án và thiết kế nhà máy SH-TP,2(2-1-0-4),2,3,0.7
