,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE4574,Ứng dụng PLC ĐK các hệ TĐTT,3(2-1-1-4),3,4.5,0.7
,TE4680,Vẽ tàu,2(2-1-0-4),2,3,0.7
,TE4861,Tiếng Anh chuyên ngành,2(2-1-0-6),2,3,0.7
,TE5050,Trang bị động lực,3(3-1-0-6),3,4,0.7
,TE5200,ƯD máy tính trong thiết kế ô tô,2(2-1-0-4),2,3,0.7
,TE5630,Thủy động lực học tàu thủy,3(3-1-0-6),3,4,0.7
,TE5640,Trang bị điện – điện tử tàu thủy,2(2-0-0-4),2,2,0.7
,TE5650,Ứng dụng tin học trong CNĐT,2(2-1-0-4),2,3,0.7
,TEX5022,Tổ chức lao động trong công nghiệp may,2(2-1-0-4),2,3,0.7
,TEX5033,Ứng dụng tin học và tự động hoá trong in nhuộm,2(2-1-0-4),2,3,0.7
,TEX5051,Tin học ứng dụng trong công nghiệp dệt,2(2-0-1-4),2,3.5,0.7
,TEX5053,Xử lý hoàn tất sản phẩm dệt may đàn tính cao,2(2-0-0-4),2,2,0.7
,TEX5092,Tin học ứng dụng trong Tạo mẫu sản phẩm may,2(0-0-4-4),2,6,0.7
,TEX5103,Vệ sinh trang phục,2(2-0-0-4),2,2,0.6
,BF5210,"Thông gió, hút bụi và điều hòa không khí",2(2-0-0-4),2,2,0.7
,BF5310,Phân tích nhanh chất lượng TP,3(3-0-1-6),3,4.5,0.7
,BF5330,Quản lý chất lượng toàn diện chuỗi cung ứng TP,3(2-2-0-4),3,4,0.7
,BF5340,Thực phẩm hữu cơ,2(2-0-0-4),2,2,0.7
,BF5350,Thiết kế đảm bảo vệ sinh trong công nghiệp thực phẩm,2(2-1-0-4),2,3,0.7
,BF5511,Thiết kế hệ thống sấy các sản phẩm thực phẩm,2(2-1-0-4),2,3,0.7
