,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PH4276,Thiết bị điện tử bán dẫn,3(3-0-0-6),3,3,0.7
,PH4306,Gốm điện tử,3(2-1-1-6),3,4.5,0.7
,PH4266,Các tính chất điện tử của vật liệu,3(3-0-0-6),3,3,0.7
,IT3016,Giải thuật & các vấn đề cho kỹ sư,3(2-1-0-6),3,3,0.7
,IMS2010,Vật liệu điện tử,3(3-0-1-6),3,4.5,0.7
,EE3033E,Nguyên lý trường điện từ,4(4-1-0-6),4,5,0.7
,ET2040E,Linh kiện điện tử bán dẫn,3(3-1-0-6),3,4,0.7
,ET3220,Điện tử số,3(3-0-1-6),3,4.5,0.7
,IT3312E,Data Structures & Algorithms,2(2-1-0-4),2,3,0.6
,IT3230E,Data Structures and Algorithms Basic Lab,2(0-4-0-4),2,4,0.6
,ET2015,Electronics,4(3-1-1-8),4,5.5,0.7
,MI1032,Math III,3(2-2-0-6),3,4,0.5
,PH1028,Physics II,4(3-1-1-8),4,5.5,0.7
,IT4073,Lý thuyết ngôn ngữ và phương pháp dịch,2(2-1-0-4),2,3,0.7
,IT4990,Thực tập chuyên ngành,2(0-0-4-8),2,4,0.5
,EE4441,Hệ thống điều khiển phân tán,3(3-1-0-6),3,4,0.7
,CH4021,Thực tập nhận thức,3(0-0-6-12),3,6,0.7
,ME4158,Robotics,3(3-1-0.5-6),3,5,0.5
,ME4618,Đồ án thiết kế hệ thống CĐT,2(1-2-0-4),2,4,0.8
,IT4623,Hệ multimedia,2(2-1-0-4),2,3,0.7
