,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,HE4144,Điều tiết không khí,2(2-1-0-4),2,3,0.7
,HE4151,Dao động và chẩn đoán máy rotor,2(2-1-0.5-4),2,4,0.7
,HE4152,Phần nhiệt nhà máy điện,2(2-0-0-4),2,2,0.7
,HE4153,Lò công nghiệp,2(2-1-0-4),2,3,0.7
,HE4162,Quá trình thiết bị nhiệt,2(2-1-0-4),2,3,0.7
,HE4171,Cơ sở nguồn và công nghệ năng lượng,2(2-1-0-4),2,3,0.7
,HE4172,Đồ án quá trình thiết bị nhiệt,1(1-0-0-2),1,2,0.7
,HE4191,Kỹ thuật năng lượng,3(3-1-0-6),3,4,0.7
,HE4201,Chế độ làm việc thay đổi của tổ hợp lò hơi – tua bin,3(3-0-0-6),3,3,0.7
,HE4211,Nồi hơi,2(2-1-0-4),2,3,0.7
,HE5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,HE5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,HE5111,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,HE5112,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,TEX3010,Quản lý sản xuất dệt may,2(2-1-0-4),2,3,0.7
,TEX3020,Quản lý chất lượng dệt may,3(3-0-0-6),3,3,0.75
,TEX3030,Marketing dệt may,2(2-0-0-4),2,2,0.7
,TEX4011,Chuẩn bị dệt,2(2-0-1-4),2,3.5,0.7
,TEX4021,Công nghệ kéo sợi xơ ngắn,4(4-0-1-8),4,5.5,0.7
,TEX4022,Lịch sử trang phục,2(2-0-0-4),2,2,0.75
