,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE5201,Ứng dụng máy tính trong kỹ thuật ô tô,3(2-2-0-6),3,4,0.7
,TE5211,Cơ điện tử ô tô cơ bản,2(2-0-1-4),2,3.5,0.7
,TE5221,Thí nghiệm ô tô,3(3-0-1-6),3,9,0.7
,TE5241,Đồ án chuyên ngành ô tô 1,2(0-3-1-4),2,4,0.7
,TE5032,Ô tô và ô nhiễm môi trường,2(2-1-0-4),2,3,0.7
,TE5110,Hệ thống điều khiển động cơ ô tô,3(3-1-0-6),3,4,0.7
,TE5061,Đồ án chuyên ngành ô tô 2,2(0-3-1-4),2,4,0.7
,TE4581,Mạch thủy lực ứng dụng,2(2-1-0-4),2,3,0.7
,TE4541,Đồ án chuyên ngành I,2(0-3-1-4),2,4,0.5
,TE4551,Đồ án chuyên ngành II,2(0-3-1-4),2,4,0.5
,TE5242,Chuyên đề ô tô 1,2(1-2-1-4),2,4.5,0.7
,TE5222,Truyền lực ô tô,2(2-0-0-4),2,2,0.7
,TE4222,Quản lý sản xuất ô tô,3(3-0-0-6),3,3,0.7
,TE5062,Chuyên đề ô tô 2,2(1-2-1-4),2,4.5,0.7
,TE5130,Năng lượng tái tạo và quản lý,2(2-0-0-4),2,2,0.7
,TE5120,Thiết kế và mô phỏng các nguồn động lực trên ô tô,3(3-1-0-6),3,4,0.7
,TE5011,Thực tập kỹ sư (Ô tô 1),3(0-0-6-12),3,7.5,0.5
,TE5012,Thực tập kỹ sư (Ô tô 2),3(0-0-6-12),3,7.5,0.5
,TE5013,Thực tập kỹ sư (MTK),3(0-0-6-12),3,7.5,0.5
,TE5140,Công nghệ sản xuất và lắp ráp ô tô,2(2-1-0-4),2,3,0.7
