,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TE4630,Công nghệ đóng tàu và phương tiện nổi,3(3-1-0-6),3,4,0.7
,TE4640,Đồ án chuyên ngành thiết kế tàu thủy,2(0-0-4-4),2,4,1
,TE4801,Động cơ hàng không I,3(2-1-1-6),3,4.5,0.7
,TE4811,Nhập môn phương pháp số trong KTHK,2(2-1-0-4),2,3,0.6
,TE4821,Kiểm tra và bảo dưỡng máy bay,3(2-2-0-6),3,4,0.6
,TE4831,Trang thiết bị mặt đất,3(3-0-0-6),3,3,0.8
,TE4841,Cơ học vật bay,4(3-2-0-6),4,5,0.6
,TE4990,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,TE4994,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,TE4995,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,TEX3021,Quản lý chất lượng dệt may,3(3-0-0-6),3,3,0.7
,TEX3070,An toàn lao động và môi trường dệt may,2(2-0-0-4),2,2,0.7
,TEX3080,Cấu trúc vải,2(2-0-1-4),2,3.5,0.7
,TEX3101,Đồ án thiết kế,3(0-0-6-6),3,6,0.5
,TEX4253,"Thực hành công nghệ tiền xử lý, nhuộm–in hoa–hoàn tất sản phẩm dệt may",3(0-0-6-6),3,9,0.5
,TEX4263,Công nghệ và thiết bị tiền xử lý sản phẩm dệt,2(2-0-0-4),2,2,0.7
,TEX4273,Công nghệ và thiết bị nhuộm – in hoa,4(4-0-0-8),4,4,0.7
,TEX4282,Thiết kế mẫu sản xuất,2(0-0-4-4),2,6,0.6
,TEX4283,Công nghệ và thiết bị hoàn tất sản phẩm dệt may,2(2-0-0-4),2,2,0.7
,TEX4361,Công nghệ kéo sợi xơ dài,3(3-0-1-6),3,4.5,0.7
