,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF5719,Thí nghiệm chuyên ngành SHPT,2(0-0-2-4),2,6,0.7
,BF5721,Điều khiển tự động trong CNSH,2(2-1-0-4),2,3,0.7
,BF5727,Tiếp cận nghiên cứu khoa học,3(3-0-0-6),3,3,0.7
,BF5723,Công nghệ chế phẩm sinh học bảo vệ thực vật,2(2-0-0-4),2,2,0.7
,BF5724,Công nghệ lên men các hợp chất kháng sinh,2(2-0-0-4),2,2,0.7
,BF5725,Công nghệ sản xuất axit và dung môi hữu cơ,2(2-0-0-4),2,2,0.7
,BF5726,Công nghệ phân bón vi sinh,2(1-1-0-4),2,2,0.7
,BF5781,Thực tập kỹ sư,3(0-0-6-6),3,7.5,0.5
,BF5782,Đồ án kỹ sư,9(0-0-18-36),9,22.5,0.5
,NE4308,Xử lý dữ liệu thực nghiệm hạt nhân,2(1-2-0-4),2,3,0.7
,NE5107,Xử lý số tín hiệu hạt nhân,2(1-1-1-4),2,3.5,0.7
,NE5301,Động học lò phản ứng hạt nhân,2(1-2-0-4),2,3,0.7
,NE5302,An toàn hạt nhân,2(2-0-0-4),2,2,0.7
,NE5321,Kỹ thuật thủy nhiệt hạt nhân,2(1-2-0-4),2,3,0.7
,NE4307,Kỹ thuật xử lý hình ảnh trong chụp ảnh phóng xạ công nghiệp,2(2-0-0-4),2,2,0.7
,NE5206,Môi trường bức xạ phóng xạ,2(2-0-0-4),2,2,0.7
,NE5002,Kỹ thuật máy gia tốc,2(2-0-0-4),2,2,0.7
,NE5401,Xử lý ảnh điện quang y tế,2(2-0-0-4),2,2,0.7
,NE5403,Kỹ thuật trong xạ trị ung thư,2(2-0-0-4),2,2,0.7
,NE5404,Kỹ thuật y học hạt nhân,2(2-0-0-4),2,2,0.7
