,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH5302,Điện phân không thoát kim loại,2(2-1-0-4),2,3,0.7
,CH5310,Điện hóa và xử lí môi trường,2(2-1-0-4),2,3,0.7
,CH5311,Điện hóa học trong hệ điện li không nước,2(2-1-0-4),2,3,0.7
,CH5352,Công nghệ các chất kết dính vô cơ,3(3-1-0-6),3,4,0.7
,CH5353,Công nghệ gốm sứ,3(3-1-0-6),3,4,0.7
,CH5354,Công nghệ thủy tinh,3(3-1-0-6),3,4,0.7
,CH5355,Công nghệ vật liệu chịu lửa,3(3-1-0-6),3,4,0.7
,CH5400,Công nghệ các chất Ni tơ,2(2-1-0-4),2,3,0.7
,CH5404,Công nghệ URAN,2(2-1-0-4),2,3,0.7
,CH5408,Công nghệ phân bón,2(2-1-0-4),2,3,0.7
,CH5409,Công nghệ sô đa và các chất kiềm,2(2-1-0-4),2,3,0.7
,CH5410,Công nghệ axit sunfuric,2(2-1-0-4),2,3,0.7
,CH5453,Điện hóa ứng dụng,3(3-0-0-6),3,3,0.7
,CH5507,Công nghệ màng,3(3-1-0-6),3,4,0.7
,CH5550,Công nghệ sản xuất bột giấy tái chế,3(3-0-1-6),3,4.5,0.7
,CH5553,Công nghệ sản xuất giấy tissue,2(2-1-0-4),2,3,0.7
,CH5554,Cơ sở công nghệ chế biến hóa học gỗ,2(2-1-0-4),2,3,0.7
,CH5555,Điều khiển quá trình sản xuất bột giấy và giấy,2(2-1-0-4),2,3,0.7
,EE4267,Công nghệ chế tạo thiết bị điện,3(3-1-0-6),3,4,0.7
,EE4347,Điều khiển truyền động điện,3(3-1-0-6),3,4,0.7
