,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4390,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4392,TN chuyên ngành,2(0-0-4-4),2,6,0.7
,CH4394,Phương pháp tối ưu trong CNHH,2(2-1-0-4),2,3,0.7
,CH4396,Kỹ thuật phản ứng,3(3-1-0-6),3,4,0.7
,CH4444,TN chuyên ngành,3(0-0-6-6),3,9,0.6
,CH4446,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.5
,CH4450,Hóa học gỗ,2(2-1-0-4),2,3,0.6
,CH4452,Hóa học Xenluloza,2(2-0-0-4),2,2,0.6
,CH4454,Công nghệ sản xuất bột giấy,3(3-0-0-6),3,3,0.6
,CH4456,Công nghệ sản xuất giấy,3(3-0-0-6),3,3,0.7
,CH4458,Thiết bị sản xuất bột giấy và giấy,2(2-1-0-4),2,3,0.7
,CH4508,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4510,Hóa dược đại cương,2(2-1-0-4),2,3,0.7
,CH4512,Phân tích cấu trúc bằng phổ,2(2-1-0-4),2,3,0.7
,CH4628,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,CH4640,Cơ sở tính toán thiết bị hóa chất,3(3-1-0-6),3,4,0.7
,CH4642,Cơ sở tính toán máy hóa chất,2(2-1-0-4),2,3,0.7
,FL4081,Dịch viết II TA Hóa Môi trường,3(2-2-0-6),3,4,0.5
,FL4084,TA Hóa Môi trường II,4(3-1-0-8),4,4,0.5
,CH4270,Giản đồ pha,2(2-1-0-4),2,3,0.7
