,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4020,Đồ án môn học chuyên ngành,2(2-1-0-4),2,4,0.75
,CH4022,Thực tập nhận thức,3(0-0-6-12),3,6,0.75
,CH4024,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.75
,CH4060,Hóa học polyme,3(3-0-2-6),3,6,0.7
,CH4061,Hóa học dầu mỏ,2(2-0-0-4),2,2,0.75
,CH4062,Hóa lý polyme,3(3-1-0-6),3,4,0.7
,CH4063,Động học xúc tác,2(2-0-0-4),2,2,0.75
,CH4064,Kỹ thuật sản xuất chất dẻo,3(3-1-0-6),3,4,0.7
,CH4065,Thiết bị phản ứng,2(2-0-0-4),2,2,0.75
,CH4067,Hoá học xenluloza - giấy,2(2-1-0-4),2,3,0.75
,CH4068,Kỹ thuật sản xuất chất tạo màng và sơn,3(3-0-2-6),3,6,0.75
,CH4069,Hoá học polyme phân huỷ sinh học,2(2-0-0-4),2,2,0.75
,CH4070,Kỹ thuật gia công cao su,3(3-0-2-6),3,6,0.75
,CH4071,Hoá học polyme y sinh,2(2-0-0-4),2,2,0.75
,CH4072,Kỹ thuật gia công chất dẻo,3(3-1-0-6),3,4,0.75
,CH4073,Hoá học polyme silicon,2(2-0-0-4),2,2,0.75
,CH4075,Công nghệ hoá học polyme blend,2(2-0-0-4),2,2,0.75
,CH4076,Máy và thiết bị gia công vật liệu polyme,2(2-0-0-4),2,2,0.75
,CH4078,Đồ án môn học chuyên ngành,2(1-2-0-6),2,4,0.75
,CH4080,Thực tập nhận thức,3(0-0-6-12),3,6,0.75
