,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE5602,Vật liệu thông minh,2(2-1-0-4),2,3,0.7
,MSE5522,Lý thuyết độ bền,2(2-1-0-4),2,3,0.7
,MSE5223,Vật liệu và Công nghệ in 3D,2(2-0-1-4),2,3.5,0.7
,MSE5603,Công nghệ điện hóa trong vật liệu,2(2-0-0-4),2,2,0.7
,EV5235,Truyền thông môi trường,2(2-0-0-4),2,2,0.7
,CH4758,Máy in offset và bảo dưỡng,3(3-0-1-6),3,4.5,0.7
,CH5710,Kỹ thuật in offset nâng cao,2(2-1-0-4),2,3,0.7
,CH5267,Công nghệ hoá học polyme blend,2(2-0-0-4),2,2,0.7
,CH5266,Đồ án chuyên ngành Polyme,3(0-0-6-6),3,6,0.5
,CH5561,Hóa học sinh khối,2(2-1-0-4),2,3,0.7
,CH5562,Công nghệ hóa chất và vật liệu mới từ sinh khối,2(2-1-0-4),2,3,0.7
,CH5563,Công nghệ tái chế giấy,2(2-1-0-4),2,3,0.7
,CH5569,Thiết bị sản xuất bột giấy và giấy,2(2-1-0-4),2,3,0.7
,CH5565,Kiểm soát chất lượng sản phẩm bột giấy và giấy,2(2-1-0-4),2,3,0.7
,CH5568,Thí nghiệm công nghệ bột giấy và giấy,2(0-0-4-4),2,6,0.7
,CH5566,Xử lý và tận dụng chất thải công nghiệp giấy,2(2-1-0-4),2,3,0.7
,CH5567,Đồ án thiết kế nhà máy sản xuất bột giấy và giấy,3(0-0-6-6),3,6,0.5
,CH5412,Công nghệ axit,2(2-1-0-4),2,3,0.7
,CH5312,Thí nghiệm chuyên ngành điện hóa,2(0-0-4-4),2,6,0.7
,CH5369,Công nghệ các chất kết dính vô cơ II,2(2-0-0-4),2,2,0.7
