,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EV4260,Kinh tế môi trường,2(2-1-0-4),2,3,0.7
,EV4261,Quy hoạch môi trường,2(2-1-0-4),2,3,0.8
,EV4270,Mô hình hoá trong quản lý môi trường,3(3-1-0-6),3,4,1
,EV4271,Thống kê môi trường,2(2-1-0-4),2,3,0.7
,EV4272,Thông tin môi trường và GIS,2(2-1-0-4),2,3,0.7
,EV4273,Truyền thông môi trường,2(2-1-0-4),2,3,0.8
,EV4280,Nguyên lý sản xuất sạch hơn,2(2-1-0-4),2,3,0.7
,EV4281,Hệ thống quản lý môi trường,2(2-1-0-4),2,3,0.7
,EV4282,Đánh giá vòng đời,2(2-1-0-4),2,3,0.7
,EV4283,Tái chế và tái sử dụng chất thải,2(2-1-0-4),2,3,0.7
,EV4284,Quản lý sản xuất,1(1-1-0-4),1,2,0.7
,EV4290,Thí nghiệm kỹ thuật môi trường,2(0-0-4-6),2,6,1
,EV5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,EV5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
,EV5110,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,EV5120,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,EM4200,Thực tập chuyên ngành QTDN,2(0-0-4-8),2,4,1
,EM4211,Anh văn chuyên ngành QTKD,2(2-0-0-4),2,2,0.7
,EM4212,Phân tích kinh doanh,3(3-1-0-6),3,4,0.5
,EM4213,Phân tích hoạt động KD,3(3-1-0-6),3,4,0.6
