,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BIT4080,Nhập môn công nghệ phần mềm,2(2-1-0-4),2,3,0.7
,BIT4090,Xử lý ảnh,2(2-1-0-4),2,3,0.7
,BIT4110,Tính toán khoa học,3(3-1-0-6),3,4,0.7
,BIT4470,Đồ họa và hiện thực ảo,3(3-1-0-6),3,4,0.7
,BIT4991,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,IT5030E,Graduation research 3,3(0-0-6-6),3,7.5,0.5
,IT5120E,Thesis,9(0-0-18-18),9,22.5,0.5
,IT4015,Nhập môn an toàn thông tin,3(3-1-0-6),3,4,0.6
,IT3062,Toán chuyên đề,2(2-1-0-4),2,3,0.7
,PH1111,Vật lý đại cương I,2(2-0-1-4),2,3.5,0.7
,PH1122,Vật lý đại cương II,4(3-1-1-8),4,5.5,0.7
,PH1121,Vật lý đại cương II,2(2-0-1-4),2,3.5,0.7
,MI2021,Xác suất thống kê,2(2-0-0-4),2,2,0.5
,BIT4200,Kỹ thuật ghép nối máy tính,3(3-1-0-6),3,4,0.7
,BIT3920,Project 2,3(0-0-6-12),3,6,0.7
,BIT5130,Đồ án tốt nghiệp kỹ sư (CNTT),12(0-0-30-30),12,30,0.5
,BEE2020,Lý thuyết mạch điện I,4(3-1-1-8),4,5.5,0.7
,BEE2120,Lý thuyết mạch điện II,2(2-0-1-4),2,3.5,0.7
,BEE2030,Trường điện từ,2(2-0-0-4),2,2,0.7
,BEE2110,Điện tử tương tự,3(3-0-1-6),3,4.5,0.7
