,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX4172,Mỹ thuật trang phục,3(2-2-0-6),3,4,0.75
,TEX4173,Vật liệu dệt,4(4-0-0-8),4,4,0.75
,TEX4181,Cấu trúc vải dệt thoi,2(2-0-0.5-4),2,3,0.75
,TEX4182,Tạo mẫu trang phục,2(1-2-0-4),2,3,0.75
,TEX4183,Đại cương xử lý hóa học sản phẩm dệt,3(3-0-0-6),3,3,0.75
,TEX4191,Công nghệ sợi dệt đại cương,2(2-0-0-4),2,2,0.75
,TEX4192,Đồ án tạo mẫu trang phục,1(0-2-0-2),1,2,0.75
,TEX4193,Xử lý hóa học vật liệu & sản phẩm may,3(3-0-1-6),3,4.5,0.75
,TEX4201,Công nghệ sợi đại cương,2(2-0-0-4),2,2,0.75
,TEX4202,Tin học ứng dụng ngành may,2(2-0-0-4),2,2,0.75
,TEX4203,Vật liệu da và lông thú,2(2-0-0-4),2,2,0.75
,TEX4211,Công nghệ và cấu trúc vải dệt thoi,2(2-0-0.5-4),2,3,0.75
,TEX4212,Chuyên đề,1(1-0-0-2),1,1,0.75
,TEX4213,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1
,TEX4221,Công nghệ và cấu trúc vải dệt kim,2(2-0-0.5-4),2,3,0.75
,TEX4222,Đại cương công nghệ may,2(2-0-0-4),2,2,0.75
,TEX4231,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1
,TEX4232,Vệ sinh trang phục,2(2-0-0-4),2,2,0.75
,TEX4242,Thực tập kỹ thuật,2.5(0-0-8-5),2.5,5,1
,TEX5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.5
