,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH4662,Kỹ thuật xử lý ảnh,3(2-1-0-6),3,3,0.75
,CH4663,Chuyên đề,2(2-1-0-4),2,3,0.75
,CH4664,Kỹ thuật xuất dữ liệu và chế khuôn in,3(2-1-1-6),3,4.5,0.75
,CH4665,Chế khuôn in từ dữ liệu số,2(2-1-0-4),2,3,0.75
,CH4666,Kỹ thuật in I,3(3-1-0-6),3,4,0.75
,CH4667,Thiết kế một số nhà máy in điển hình,2(2-1-0-4),2,3,0.75
,CH4668,Kỹ thuật in II,2(2-1-0-4),2,3,0.75
,CH4669,KT in lưới và in lõm,2(2-1-0-4),2,3,0.75
,CH4670,Kỹ thuật và thiết bị gia công sau in,4(4-1-0-8),4,5,0.75
,CH4671,KT in số,2(2-1-0-4),2,3,0.75
,MIL1140,Chiến thuật & kỹ thuật bắn súng tiểu liên AK,0(1-0-1-4),0,2,0.7
,CH4672,An toàn lao động và môi trường ngành in,2(2-1-0-4),2,3,0.75
,CH4673,Kỹ thuật gia công các loại bao bì,2(2-1-0-6),2,3,0.75
,CH4674,Tổ chức và quản lý sản xuất in,2(2-1-0-4),2,3,0.75
,CH4675,Tiêu chuẩn hoá chất lượng in offset,2(2-1-0-4),2,3,0.75
,CH4676,Đồ án môn học,1(0-2-0-4),1,2,0.75
,CH4678,Cơ sở thiết kế nhà máy in,2(2-1-0-4),2,3,0.75
,CH4680,Đồ án chuyên ngành,2(1-2-0-6),2,4,0.75
,CH4682,Anh văn chuyên ngành,2(1-2-0-4),2,3,0.75
,CH4686,Thí nghiệm chuyên ngành 1,2(0-0-6-6),2,6,0.75
