,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,PH4610,Nguồn sáng & thiết bị kỹ thuật chiếu sáng,2(2-0-0-4),2,2,0.7
,PH4640,Vật liệu quang điện tiên tiến,2(2-0-0-4),2,2,0.7
,PH4710,Kỹ thuật phân tích phổ CHT hạt nhân & CHT điện tử,2(1-1-0.5-4),2,3,0.7
,CH4066,Hoá học và công nghệ vật liệu polyme compozit,3(3-0-1-6),3,4.5,0.75
,CH4074,Môi trường trong gia công vật liệu polyme,2(2-0-0-4),2,2,0.75
,CH4077,Công nghệ hoá học vật liệu polyme nanocompozit,2(2-0-0-4),2,2,0.75
,CH4123,Gia công xử lý bề mặt bằng phương pháp hoá học và điện hoá,2(2-0-0.5-4),2,3,0.7
,CH4126,Thiết bị và phương pháp thiết kế trong điện hoá,4(4-1-0-8),4,5,0.75
,CH4129,Ăn mòn và bảo vệ vật liệu trong môi trường khí quyển,2(2-1-0-4),2,3,0.7
,CH4185,Tin học tự động hoá trong nhà máy silicat 2,2(2-1-0.5-4),2,4,0.8
,CH4192,Tin học tự động hoá trong nhà máy silicat 1,2(2-1-0-4),2,3,0.8
,CH4305,Chuyên đề 2 (Các phản ứng xúc tác trong công nghệ mới và bảo vệ môi trường),2(2-1-0.5-4),2,4,0.75
,CH4306,Các phương pháp vật lý & hóa lý nghiên cứu cấu tạo chất,3(3-1-0-6),3,4,0.75
,EE3091,Khí cụ điện,2(2-0-1-4),2,3.5,0.7
,CH4307,Chuyên đề 3 (Động học các quá trình điện cực),2(2-1-0.5-4),2,4,0.75
,CH4311,Hóa học và công nghệ các chất hoạt động bề mặt,2(2-0-0-4),2,2,0.8
,CH4360,Quy hoạch thực nghiệm và phương pháp tối ưu,2(2-1-0-4),2,3,0.7
,CH4361,Nguyên lý chuyển qui mô trong công nghệ hóa học,2(2-1-0-4),2,3,0.7
,CH4365,Cơ sở lý thuyết các quá trình trong hệ đa phân tán,2(2-1-0.5-4),2,4,0.75
,CH4368,Thủy lực và phân riêng hệ không đồng nhất bằng phương pháp cơ học,3(3-1-0-6),3,4,0.7
