,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4541,Cơ học các cấu trúc,3(2-1-0.5-6),3,4,0.7
,TE4810,Cơ học chất lỏng thực,2(2-1-0-4),2,3,0.7
,IT1014,Tin học đại cương,3(2-1-2-6),3,6,0.5
,EE4570,Thực tập cơ sở,3(0-0-6-12),3,6,0.7
,EE4601,Hệ thống điều khiển và giám sát,4(3-1-1-6),4,5.5,0.7
,EE4602,Vi xử lý,3(3-0-1-6),3,4.5,0.7
,EE4603,Mạng cục bộ công nghiệp,2(2-1-0-4),2,3,0.7
,EE4604,Các hệ thống thời gian thực,2(2-0-0-4),2,2,0.7
,EE4605,Mô hình hoá các hệ thống rời rạc,2(2-1-0-4),2,3,0.7
,EE4606,Đánh giá hiệu năng của các quá trình sản xuất,2(2-0-0-2),2,2,0.7
,EE4607,Robot công nghiệp,3(3-0-0-6),3,3,0.7
,EE4608,Đo và điều khiển công nghiệp,3(3-0-1-4),3,4.5,0.7
,EE4610,Cảm biến và đo lường thông minh,2(2-1-0-4),2,3,0.7
,EE4611,An ninh và quản trị mạng,3(3-0-0-6),3,3,0.7
,EE4671,Thực tập chuyên ngành,3(0-0-6-12),3,6,0.7
,EE5601,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
,EE5602,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,ET3014,"Trường điện từ, anten và truyền sóng vô tuyến",3(3-0.5-0.5-6),3,4.5,0.7
,ET3024,Thông tin vô tuyến,2(2-0.5-0.5-4),2,3.5,0.7
,ET3034,Các mạch tần số vô tuyến – thực nghiệm,2(1-1-1-4),2,3.5,0.7
