,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,IT4992,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5
,IT4996,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ME3072,Kỹ thuật đo,2(2-0-1-4),2,3.5,0.7
,ME3121,Kỹ thuật điều khiển tự động,2(2-0-1-4),2,3.5,0.7
,ME3301,Kỹ thuật lập trình trong cơ điện tử,2(2-1-0-4),2,3,0.7
,ME4991,Thực tập công nghiệp,12(0-0-24-24),12,24,0.5
,ME4992,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ME4993,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,MI2110,Phương pháp tính và MATLAB,3(2-0-2-6),3,5,0.5
,TE5230,Xe chuyên dụng,3(3-1-0-6),3,4,0.7
,CH4081,Công nghệ vật liệu cao su,2(2-1-0-4),2,3,0.7
,CH4085,Hóa học chất tạo màng và sơn,2(2-1-0-4),2,3,0.7
,CH4086,Công nghệ chất dẻo,2(2-1-0-4),2,3,0.7
,CH4087,Công nghệ vật liệu polyme-compozit,2(2-1-0-4),2,3,0.7
,CH4088,Thí nghiệm chuyên ngành Polyme-Giấy,2(0-0-4-4),2,6,0.7
,CH4089,Đồ án chuyên ngành Polyme - Giấy,2(0-0-4-4),2,4,0.7
,CH4199,Tinh thể và khoáng vật học silicat,3(3-1-1-6),3,5.5,0.8
,CH4209,Hóa lý silicat I,2(2-1-0-4),2,3,0.7
,CH4220,Hóa lý silicat II,2(2-0-1-4),2,3.5,0.7
,CH4231,Công nghệ điện hóa,3(3-1-0-6),3,4,0.7
