,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH1018,Hoá học,2(2-1-0-4),2,3,0.5
,CH1019,Hoá học,3(2-2-0-6),3,4,0.7
,CH3008,Hoá lý,2(2-1-0-4),2,3,0.6
,CH3081,Hoá lý,2(2-1-0-4),2,3,0.6
,CH3082,Thí nghiệm Hoá lý,1(0-0-2-2),1,3,0.5
,EM1100,Kinh tế vi mô đại cương,3(3-1-0-6),3,4,0.6
,EM1110,Kinh tế học vĩ mô đại cương,3(3-1-0-6),3,4,0.6
,PE1014,Lý luận TDTT,0(0-2-0-2),0,1.5,1
,PE3304,Chuyên sâu Bóng rổ 4,0(0-2-0-2),0,1.5,1
,BFL3011,Kỹ năng nói tiếng Anh I,2(2-1-0-4),2,3,0.5
,BFL3021,Kỹ năng nghe tiếng Anh I,3(2-2-0-6),3,4,0.6
,BFL3031,Kỹ năng đọc tiếng Anh I,2(2-1-0-4),2,3,0.6
,BFL3041,Kỹ năng viết tiếng Anh I,3(2-2-0-6),3,4,0.6
,BFL3715,Ngữ pháp TA thực hành I,2(1-2-0-4),2,3,0.6
,BFL3012,Kỹ năng nói tiếng Anh II,2(2-1-0-4),2,3,0.5
,BFL3022,Kỹ năng nghe tiếng Anh II,3(2-2-0-6),3,4,0.6
,BFL3032,Kỹ năng đọc tiếng Anh II,3(2-2-0-6),3,4,0.6
,BFL1330,Tiếng Việt thực hành,2(0-2-0-4),2,2,0.7
,BFL3013,Kỹ năng nói tiếng Anh III,3(2-2-0-6),3,4,0.5
,BFL3042,Kỹ năng viết tiếng Anh II (BTL),3(2-1-0-6),3,3,0.6
