,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4511,Cảm biến & xử lý tín hiệu,2(2-1-0-4),2,3,0.7
,ME4512,Robot tự hành,2(2-1-0-4),2,3,0.7
,ME4601,Thực tập xưởng Hệ thống SXTĐ,2(0-0-4-4),2,4,0.7
,ME4602,Thực tập xưởng TBTĐ,2(0-0-4-4),2,4,0.7
,ME4603,Thực tập xưởng Robot,2(0-0-4-4),2,4,0.7
,ME4604,Thực tập xưởng HTCĐT TM,2(0-0-4-4),2,4,0.7
,MI4344,Kiến trúc máy tính,2(2-1-0-4),2,3,0.5
,TE3041,Hệ thống nhiên liệu động cơ ô tô,2(2-1-0-4),2,3,0.7
,TE3411,Lý thuyết cánh,2(2-0-1-4),2,3.5,0.7
,TE3461,Truyền động thủy khí công nghiệp,2(2-0-1-4),2,3.5,0.7
,TE3871,Các hệ thống trên máy bay II,3(3-1-0-6),3,4,0.7
,TE3881,Yếu tố con người,2(2-0-0-4),2,2,0.7
,TE3891,Cánh quạt máy bay,2(2-0-0-4),2,2,0.7
,TE4578,Cơ sở kỹ thuật năng lượng gió và đại dương,2(2-1-0-4),2,3,0.7
,TE4579,Điều khiển hệ thống thủy lực và khí nén,2(2-0-1-4),2,3.5,0.7
,TE4921,Cơ học phá hủy,2(2-1-0-4),2,3,0.7
,TE4931,Cơ học vật bay,3(3-1-0-6),3,4,0.7
,TE5031,Thiết kế động cơ đốt trong,3(3-1-0-6),3,4,0.7
,EE2023,Technical Writing and Presentation,3(2-2-0-6),3,4,0.5
,TE4580,Ứng dụng PLC điều khiển các hệ truyền động thể tích công nghiệp,2(2-0-1-4),2,3.5,0.7
