,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4180,Lý thuyết ĐCĐT,4(4-2-0-8),4,6,0.7
,ME4182,TĐH thủy khí trong máy,2(2-1-0-4),2,3,0.7
,ME4184,Xử lý nhiệt khi hàn,2(1-1-0-4),2,2,0.7
,ME4190,Máy thuỷ khí,3(3-1-0-6),3,4,0.7
,ME4192,Thiết kế máy công cụ,2(2-0-1-4),2,3.5,0.7
,ME4194,Quản lý sản xuất hàn,2(1-1-0-4),2,2,0.7
,ME4200,Lý thuyết và kết cấu ô tô,4(4-2-0-8),4,6,0.7
,ME4201,Kỹ thuật rung và cân bằng máy,2(2-1-0-4),2,3,0.7
,ME4202,Công nghệ chế tạo máy II,4(4-2-0.5-8),4,7,0.6
,ME4204,Thiết kế xưởng hàn,2(1-1-0-4),2,2,0.7
,ME4210,Hệ thống nhiên liệu và TĐĐC tốc độ ĐCĐT,3(3-1-0-6),3,4,0.7
,ME4211,Động lực học máy,2(2-1-0-4),2,3,0.7
,ME4214,Tự động hóa quá trình hàn,2(2-1-0-4),2,3,0.7
,ME4220,Động lực học và dao động ĐCĐT,3(3-1-0-6),3,4,0.7
,ME4221,Kết cấu kim loại trong máy nâng,1(1-0-0-2),1,1,0.7
,ME4222,Thiết kế dụng cụ cắt,2(2-0-1-4),2,3.5,0.7
,ME4224,Đồ gá hàn,2(2-1-0-4),2,3,0.6
,ME4230,Tăng áp động cơ,2(2-1-0-4),2,3,0.7
,ME4232,Đồ án thiết kế dụng cụ cắt,2(0-0-4-4),2,4,1
,ME4240,"Thiết kế, tính toán động cơ đốt trong",4(4-2-0-8),4,6,0.7
