,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EV2222,Truyền thông môi trường,2(2-1-0-4),2,3,0.7
,EV3124,Quy hoạch thực nghiệm,2(2-0-0-4),2,2,0.7
,EV3212,Chuyên đề,2(2-0-0-4),2,2,1
,EV3223,Quản lý môi trường đô thị,2(2-0-0-4),2,2,0.7
,EV3321,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.65
,EV4112,Kỹ thuật xử lý nước và nước thải,4(3-2-0-4),4,5,0.8
,EV4114,Ô nhiễm không khí trong nhà,2(2-1-0-4),2,3,0.7
,EV4115,Xử lý nước thải bằng các quá trình tự nhiên,2(2-1-0-4),2,3,0.6
,EV4116,Ứng dụng mô hình trong thiết kế hệ thống xử lý chất thải,2(2-1-0-4),2,3,0.8
,EV4117,Hệ thống cấp thoát nước,2(2-1-0-4),2,3,0.8
,EV4118,Quản lý và vận hành hệ thống xử lý chất thải,2(2-1-0-4),2,3,0.7
,EV4121,TN Xử lý chất thải,2(0-0-4-4),2,6,0.7
,EV4122,Các quá trình xử lý nitơ và phốt pho trong nước thải,2(2-1-0-4),2,3,0.7
,EV4216,Quản lý chất thải rắn và chất thải nguy hại,4(4-1-0-8),4,5,0.7
,EV4212,Mô hình hóa trong kỹ thuật môi trường,3(3-1-0-6),3,4,0.7
,EV4213,Đánh giá tác động môi trường và rủi ro,3(3-1-0-6),3,4,0.7
,EV4214,Quan trắc môi trường,3(2-0-2-6),3,5,0.7
,EV4215,Nguyên lý sản xuất sạch hơn,3(3-1-0-6),3,4,0.7
,EV4221,Năng lượng và môi trường,2(2-0-0-4),2,2,0.7
,EV4311,Đồ án II,2(0-0-4-4),2,4,0.5
