,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EM4529,Tài chính công,2(2-0-0-4),2,2,0.6
,EM4530,Kế toán thuế,2(1-1-0-4),2,2,0.6
,EM4531,Thị trường chứng khoán,2(2-1-0-4),2,3,0.5
,EM4532,Kiểm toán,2(2-1-0-4),2,3,0.6
,EM4600,Thực tập chuyên ngành KTNL,2(0-0-4-8),2,4,1
,EM4611,Anh văn chuyên ngành KTNL,2(2-1-0-4),2,3,0.5
,EM4612,Cơ sở kinh tế năng lượng,2(2-0-0-4),2,2,0.6
,EM4613,Phân tích và dự báo nhu cầu năng lượng,4(3-2-0-8),4,5,0.6
,EM4614,Phân tích và quản lý dự án năng lượng,4(3-2-0-8),4,5,0.6
,EM4615,Lý thuyết giá năng lượng,3(3-1-0-6),3,4,0.6
,EM4616,Kinh tế vận hành hệ thống điện,3(3-1-0-6),3,4,0.6
,EM4617,Kinh tế vận hành hệ thống điện,3(2-2-0-6),3,4,0.6
,EM4618,Kinh tế sử dụng năng lượng,3(3-0-0-6),3,3,0.7
,EM4619,Quy hoạch phát triển HT năng lượng,4(3-2-0-8),4,5,0.6
,EM4621,Các mô hình tổ chức thị trường điện,2(2-0-0-4),2,2,0.6
,EM4622,Thị trường năng lượng quốc tế,2(2-0-0-4),2,2,0.6
,EM4623,Kinh tế dầu khí,2(2-0-0-4),2,2,0.6
,EM5010,Thực tập tốt nghiệp QTDN,4(0-0-8-16),4,10,0.5
,EM5020,Thực tập tốt nghiệp QTMKT,4(0-0-8-16),4,10,0.5
,EM5030,Thực tập tốt nghiệp QLCN,4(0-0-8-16),4,10,0.5
