,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE4591,Các phương pháp kiểm tra không phá hủy,2(2-0-0-4),2,2,0.7
,ME4314,Kỹ thuật CAD/CAM (BTL),2(2-1-0-4),2,3,0.7
,ET5011,Thực tập cuối khóa,3(0-0-6-6),3,7.5,0.5
,ET5111,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,ET4431,Lập trình Java,3(3-0-1-6),3,4.5,0.7
,EV5315,TN xử lý chất thải II,3(0-0-6-6),3,9,0.7
,MSE2110,Hỏa luyện,2(2-0-1-4),2,3.5,0.7
,MSE3510,Công nghệ & thiết bị nhiệt luyện,3(2-1-1-6),3,4.5,0.7
,MSE3520,Công nghệ xử lý bề mặt I,3(3-0-0-6),3,3,0.7
,ET3271,Thực tập kỹ thuật,2(0-0-4-4),2,4,0.5
,ET4901,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,JP2122,Tiếng Nhật 5,3(0-6-0-6),3,6,0.7
,HE4414,Kỹ thuật xử lý phát thải,3(2-1-0-6),3,3,0.7
,TEX5353,Phân tích thành phần hoá học vật liệu dệt may,2(2-0-1-4),2,3.5,0.7
,TEX5263,Đồ án thiết kế nhà máy nhuộm in hoa và hoàn tất sản phẩm dệt,3(0-0-6-12),3,6,0.5
,TEX5504,Đồ án phát triển sản phẩm da giầy,2(0-0-4-8),2,4,0.5
,TEX5403,Khoa học màu sắc,2(2-0-0-4),2,2,0.7
,TEX5216,Đồ án thiết kế chiến lược định vị sản phẩm dệt may,2(0-0-4-4),2,4,0.7
,TEX5820,Sản phẩm dệt may ứng dụng y sinh học,2(2-0-0-4),2,2,0.7
,TEX5293,Vật liệu dệt thông minh,2(2-0-0-4),2,2,0.7
