,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ME4195,Tối ưu hóa và điều khiển tối ưu,2(2-1-0-4),2,3,0.7
,ME4197,Mô hình hóa vật liệu và kết cấu nanô,2(2-0-0-4),2,2,0.7
,ME4198,Động lực học và điều khiển Rôbốt công nghiệp,2(2-0-1-4),2,3.5,0.7
,ME4258,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,ME4283,Thiết bị hàn hồ quang,2(2-0-1-4),2,3.5,0.7
,ME4284,Đồ án Công nghệ hàn nóng chảy,2(0-0-4-4),2,6,0.7
,ME4285,Đồ án gia công áp lực,2(0-0-4-4),2,4,0.7
,ME4286,Công nghệ và thiết bị đúc phun chất dẻo,3(3-0-0-6),3,3,0.7
,ME4287,Công nghệ và thiết bị đùn chất dẻo,3(3-0-0-6),3,3,0.7
,ME4288,Sửa chữa máy công cụ,2(2-0-1-4),2,3.5,0.7
,ME4289,Truyền dẫn thuỷ lực trong máy công cụ,2(2-0-1-4),2,3.5,0.7
,ME4293,Phần mềm phân tích và mô phỏng các hệ động lực có điều khiển,2(2-1-0-4),2,3,0.7
,ME4336,Đồ án thiết kế hệ thống CĐT,3(0-0-6-6),3,6,0.7
,ME4358,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,ME4391,Các hệ cơ điện tử,3(2-1-1-6),3,4.5,0.7
,ME4393,Các phần mềm mô phỏng,2(2-1-0-4),2,3,0.7
,ME4394,Thống kê và phân tích số liệu,2(2-1-0-4),2,3,0.7
,ME4395,Lưu biến học,2(2-0-0-4),2,2,0.7
,ME4433,Dụng cụ gia công CNC,2(2-1-0-4),2,3,0.7
,ME4434,Đảm bảo chất lượng sản phẩm CN,2(2-1-0-4),2,3,0.7
