,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4940,Đồ án môn học máy chế biến,1(1-1-0-8),1,2,0.8
,BF4950,Đồ án môn học thiết bị nhiệt lạnh,1(1-1-0-8),1,2,0.8
,BF4960,Thực tập nhận thức,2.5(0-0-5-10),2.5,5,0.8
,BF4970,Thực tập kỹ thuật,2(0-0-4-8),2,4,0.8
,BF5010,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.7
,BF5050,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.6
,BF5080,Thực tập tốt nghiệp,4(0-0-8-16),4,10,0.8
,BF5100,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,BF5150,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,BF5190,Đồ án tốt nghiệp,10(0-0-20-40),10,25,0.5
,MSE3020,Vật liệu học II,2(2-1-0.5-4),2,4,0.75
,MSE3030,Các phương pháp kiểm tra và đánh giá vật liệu,3(2-1-1-4),3,4.5,0.75
,MSE3040,Nhiệt động học & động học các phản ứng,2(2-1-0-4),2,3,0.75
,MSE3050,Cơ học vật liệu,3(2-2-0-6),3,4,0.7
,MSE3060,Ăn mòn và bảo vệ vật liệu,3(2-1-1-4),3,4.5,0.75
,MSE3070,Công nghệ vật liệu,2(2-1-0.5-4),2,4,0.75
,MSE3110,Khoáng vật học và tuyển khoáng,2(2-1-0-4),2,3,0.75
,MSE3120,Khuếch tán và chuyển pha,2(2-1-0-4),2,3,0.75
,MSE3130,Lý thuyết độ bền,2(2-1-0-4),2,3,0.75
,MSE3140,Lý thuyết các quá trình luyện kim,2(2-0-1-4),2,3.5,0.75
