,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MSE5518,Đồ án chuyên ngành I,3(0-0-6-6),3,6,0.5
,MSE5604,Thiêu kết trạng thái rắn,2(2-1-0-4),2,3,0.7
,MSE5329,Đồ án thiết kế Công nghệ I,2(0-0-4-4),2,4,0.5
,MSE5162,Đồ án thiết kế công nghệ sản xuất gang và thép II,3(0-4-2-6),3,6,0.5
,MSE5230,Đồ án chuyên ngành II (Tối ưu công nghệ tạo hình),3(1-4-0-6),3,6,0.5
,MSE5326,Đúc mỹ nghệ,2(1-0-2-4),2,4,0.7
,MSE5327,Các quá trình đông đặc tiên tiến,2(2-0-0-4),2,2,0.7
,MSE5330,Đồ án chuyên ngành II,3(2-2-0-6),3,6,0.5
,BF4781E,Thực tập kỹ thuật,2(0-0-6-4),2,4,0.7
,BF4791E,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,BF4792E,Đồ án nghiên cứu cử nhân,8(0-0-16-16),8,20,0.5
,MSE5426,Thiết bị luyện kim màu và luyện kim bột,2(2-1-0-4),2,3,0.7
,MSE5125,Ứng dụng trí tuệ nhân tạo trong luyện kim,3(2-2-0-6),3,4,0.7
,MSE5524,Mô phỏng số quá trình xử lý nhiệt,2(2-1-0-4),2,3,0.7
,MSE5250,Phương pháp phần tử hữu hạn,2(2-0-0-4),2,2,0.7
,MSE5251,Khuếch tán và chuyển chất trong cơ học vật liệu,2(2-0-0-4),2,2,0.7
,MSE5606,Vật liệu Ceramic tiên tiến,2(2-1-0-4),2,3,0.7
,MSE5607,Vật liệu siêu sạch,2(2-1-0-4),2,3,0.7
,MSE5608,Phương pháp đặc trưng vật liệu nâng cao,2(2-1-0-4),2,3,0.7
,MSE5609,Ứng dụng khoa học dữ liệu vào khoa học và kỹ thuật vật liệu,2(2-1-0-4),2,3,0.7
