,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ED3154,Thực hành nghề cơ bản ngành CNTT,3(0-0-6-6),3,9,0.7
,EE3140,Máy điện I,3(3-0-1-6),3,4.5,0.5
,EE3339,Điều khiển và tự động hóa QTSX,3(3-1-0-6),3,4,0.7
,EE3420,Hệ thống cung cấp điện,4(3-1-1-8),4,5.5,0.7
,EE3481,Vi điều khiển và ứng dụng,3(2-1-1-6),3,4.5,0.7
,EE3550,Điều khiển quá trình,3(3-0-1-6),3,4.5,0.6
,EE3600,Hệ thống đo và điều khiển công nghiệp,3(3-0-1-6),3,4.5,0.7
,EE3810,Đồ án I,2(0-4-0-8),2,4,0.5
,EE4010,Lưới điện,3(3-1-0-8),3,4,0.7
,EE4020,Ngắn mạch trong hệ thống điện,3(3-1-0-6),3,4,0.7
,EE4030,Phần điện nhà máy điện và trạm biến áp,4(4-0-0-8),4,4,0.7
,EE4050,Kỹ thuật điện cao áp I,3(3-1-0-6),3,4,0.7
,EE4080,Máy điện II,3(3-1-0-6),3,4,0.5
,EE4081,Vật liệu kỹ thuật điện,2(2-0-1-4),2,3.5,0.7
,EM4720,Kế toán doanh nghiệp,4(3-2-0-8),4,5,0.6
,ET3102,Kỹ thuật điện tử,4(3-1-1-8),4,5.5,0.7
,ET3240,Điện tử tương tự II,3(3-0-1-6),3,4.5,0.7
,ET3250,Thông tin số,3(3-0-1-6),3,4.5,0.7
,ET3260,Kỹ thuật phần mềm ứng dụng,2(2-1-0-4),2,3,0.7
,ET3280,Anten và truyền sóng,2(2-0-1-4),2,3.5,0.7
