,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET5270,Viễn thám và GIS,3(3-1-0-6),3,4,0.7
,ET5280,Thiết kế ứng dụng dựa trên vị trí,2(2-1-0-4),2,3,0.7
,ET5290,Dẫn đường và quản lý không lưu,2(2-1-0-4),2,3,0.7
,BF4211,CN Malt và Bia,3(2-1-1-6),3,4.5,0.7
,EE3519,Hệ thống thông tin công nghiệp,2(2-1-0-4),2,3,0.7
,EM3661,Kinh tế năng lượng,2(2-1-0-4),2,3,0.7
,IT4685,Truyền thông đa phương tiện và ứng dụng,2(2-0-1-4),2,3.5,0.7
,IT4775,Quản lý dự án phần mềm,3(3-1-0-6),3,4,0.7
,ME5010,Thực tập tốt nghiệp,4(0-0-30-10),4,10,0.7
,MSE4860,Công nghệ cán thép tấm và băng,2(2-1-0-4),2,3,0.7
,MSE4870,Tự động hoá quá trình cán,3(3-1-0-4),3,4,0.7
,MSE4890,Công nghệ cán ống,2(2-1-0-4),2,3,0.7
,MSE4900,Thiết kế xưởng cán,2(2-1-0-4),2,3,0.7
,MSE4980,Biến dạng tạo hình kim loại bột,2(2-1-0-4),2,3,0.7
,NE4101,Truyền nhiệt và nhiệt động học kỹ thuật,3(2-2-0-6),3,4,0.7
,NE4103,Thiết bị trao đổi nhiệt,2(1.5-0.5-0-4),2,2,0.7
,NE4104,Phân tích chu trình nhiệt,2(2-0.5-0-4),2,2.5,0.7
,NE4110,Thuỷ nhiệt học trong lò phản ứng hạt nhân,3(2-0.5-0.5-6),3,3.5,0.7
,NE4120,Hệ thống cung cấp nhiệt và làm mát,3(3-0.5-0-6),3,3.5,0.7
,NE4201,Kỹ thuật kiểm tra không phá mẫu,3(3-0.5-0.5-6),3,4.5,0.7
