,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE4105,Cơ khí đường dây,2(2-0-0-4),2,2,0.75
,EE4106,Phần điện nhà máy điện và trạm biến áp,4(4-1-0.4-8),4,5.5,0.75
,EE4107,Phần tử tự động trong hệ thống điện,1(1-1-0-2),1,2,1
,EE4108,Tối ưu hoá chế độ hệ thống điện,3(3-1-0-6),3,4,0.75
,EE4109,Quá điện áp trong hệ thống điện,4(4-1-0.5-8),4,6,0.7
,EE4110,Bảo vệ hệ thống điện,4(4-1-0.5-8),4,6,0.7
,EE4111,Công nghệ phát điện,2(2-1-0-4),2,3,0.75
,EE4112,Nhà máy thuỷ điện,2(2-0-0-4),2,2,0.75
,EE4113,Đồ án nhà máy điện,1(1-1-0-4),1,2,1
,EE4114,Quy hoạch phát triển hệ thống điện,3(3-1-0-6),3,4,0.75
,EE4115,Ổn định của hệ thống điện,2(2-1-0-4),2,3,0.75
,EE4116,Tự động hoá trong hệ thống điện,3(3-2-0-6),3,5,0.75
,EE4117,Ứng dụng tin học trong năng lượng,3(3-2-0-6),3,5,0.7
,EE4118,Chuyên đề hệ thống điện,1(1-1-0-2),1,2,1
,EE4119,Tiếng Anh chuyên ngành,2(2-0-0-4),2,2,1
,EE4120,Chất lượng điện năng,2(2-0-0-4),2,2,0.75
,EE4201,Khí cụ điện hạ áp,3(3-1-0-6),3,4,0.75
,EE4202,Khí cụ điện cao áp,3(3-1-0.3-6),3,4.5,0.75
,EE4203,Đồ án khí cụ điện,1(1-1-0-4),1,2,1
,EE4206,Hệ thống chiếu sáng,2(2-0-0-4),2,2,0.75
