,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4607,Phát triển sinh phẩm chẩn đoán,3(2-1-0.5-6),3,3.5,0.6
,IT5107,Đồ án chuyên ngành I,3(0-0-6-12),3,6,0.7
,IT5108,Đồ án chuyên ngành II,3(0-0-6-12),3,6,0.7
,IT5565,Truyền dữ liệu đa phương tiện,2(2-1-0-4),2,3,0.7
,IT5660,Xử lý tín hiệu ngẫu nhiên,2(2-1-0-4),2,3,0.7
,MI1143E,Đại số,4(3-2-0-8),4,5,0.5
,MI4242E,Pythons ứng dụng trong kinh doanh,3(2-1-1-6),3,4.5,0.5
,IT5550,Các giải pháp và chính sách an ninh mạng,3(2-2-0-6),3,4,0.7
,IT5630,Mạng trung tâm dữ liệu và điện toán đám mây,2(2-1-0-4),2,3,0.7
,CH5858,Thực tập cuối khóa Quá trình thiết bị,6(0-0-12-12),6,15,0.5
,ME4169,Vi xử lý,2(2-1-0-4),2,3,0.7
,ME4169Q,Vi xử lý,2(2-1-0-4),2,3,0.7
,MS1200,Nhập môn Kỹ thuật Vi điện tử và Công nghệ Nano,3(3-0-0-6),3,3,0.7
,MS1400,Nhập môn Kỹ thuật in và truyền thông,3(3-1-0-6),3,4,0.7
,MS1401,Ảnh kỹ thuật số,2(2-1-0-4),2,3,0.6
,MS1402,Lý thuyết phục chế màu,3(3-1-0-6),3,4,0.6
,FL1161,Giao tiếp nghề nghiệp,3(2-2-0-6),3,4,0.5
,FL4120,Hành trang nghề nghiệp,2(2-1-0-4),2,3,0.7
,MS4300,Polyme thân thiện môi trường,2(2-0-0-4),2,2,0.7
,MS2221,Vật lý bán dẫn và linh kiện,3(3-0-0-6),3,3,0.7
