,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EV4226,Năng lượng và phát triển bền vững,2(2-0-0-4),2,2,0.6
,EV4224,An toàn sức khỏe nghề nghiệp,2(2-1-0-4),2,3,0.7
,EV4227,Quản lý môi trường đô thị và khu công nghiệp,2(2-0-0-4),2,2,0.7
,EV4901,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,0.5
,BF4703,Vi sinh vật II - môi trường,2(2-0-0-4),2,2,0.7
,EV4241,Quản lý môi trường,2(2-0-0-4),2,2,0.7
,BF4706,Kỹ thuật phân tích phân tử trong CNTP,2(2-0-1-4),2,3.5,0.7
,BF4707,Vi sinh vật II - thực phẩm,2(2-0-0-4),2,2,0.7
,BF4708,Thí nghiệm kỹ thuật lên men,2(0-0-4-4),2,6,0.7
,BF4709,Kỹ thuật thu hồi hoàn thiện sản phẩm,2(2-0-0-4),2,2,0.7
,BF4711,Vi sinh vật II - công nghiệp,2(2-0-0-4),2,2,0.7
,BF4712,Enzyme học,2(2-0-0-4),2,2,0.7
,BF4713,Công nghệ tế bào động vật,3(2-2-0-6),3,4,0.7
,BF4714,Kỹ thuật phân tích và chẩn đoán phân tử,2(2-0-1-4),2,3.5,0.7
,BF4715,Kỹ thuật nuôi cấy vi rút,2(2-0-0-4),2,2,0.7
,BF4716,Công nghệ DNA tái tổ hợp,2(2-0-0-4),2,2,0.7
,BF2020,Technical Writing and Presentation,3(2-2-0-6),3,4,0.6
,EE4910E,Đồ án thiết kế,3(0-0-6-12),3,6,0.7
,EE3510E,Truyền động điện,3(3-0-1-6),3,4.5,0.7
,EE3410E,Điện tử công suất,3(3-0-1-6),3,4.5,0.7
