,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF4992E,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật thực phẩm),8(0-0-16-32),8,20,0.5
,EM4353,Đồ án nghiên cứu Cử nhân (Quản trị kinh doanh KH),8(0-0-16-16),8,20,0.5
,EM4353E,Đồ án nghiên cứu Cử nhân (CTTT Phân tích kinh doanh),8(0-0-16-16),8,20,0.5
,ET5340,Thiết kế tích hợp hệ thống trên chip,3(2-1-1-6),3,4.5,0.7
,EV4902,Đồ án nghiên cứu Cử nhân (Kỹ thuật môi trường),8(0-0-16-32),8,20,0.5
,EV4903,Đồ án nghiên cứu Cử nhân (Quản lý tài nguyên và môi trường),8(0-0-16-32),8,20,0.5
,TE4997,Đồ án nghiên cứu Cử nhân (KT Cơ khí động lực),8(0-0-16-32),8,20,0.5
,EE4920,Đồ án nghiên cứu Cử nhân (Kỹ thuật điện),8(0-0-16-32),8,20,0.5
,EE4921,Đồ án nghiên cứu Cử nhân (Kỹ thuật Điều khiển và Tự động hóa),8(0-0-16-32),8,20,0.5
,MSE4989,Đồ án nghiên cứu Cử nhân (Kỹ thuật vật liệu),8(0-0-16-32),8,20,0.5
,EM4652,Đồ án nghiên cứu Cử nhân (Quản lý công nghiệp),8(0-0-16-16),8,20,0.5
,TEX4962,Đồ án nghiên cứu Cử nhân (Công nghệ May),8(0-0-16-32),8,20,0.5
,TEX4961,Đồ án nghiên cứu Cử nhân (Kỹ thuật Dệt),8(0-0-16-32),8,20,0.5
,HE4490,Đồ án nghiên cứu Cử nhân (Kỹ thuật Nhiệt),8(0-0-16-32),8,20,0.5
,TE4996,Đồ án nghiên cứu Cử nhân (Kỹ thuật Hàng không),8(0-0-16-32),8,20,0.5
,TE4992,Đồ án nghiên cứu Cử nhân (Kỹ thuật Ô tô),8(0-0-16-32),8,20,0.5
,TE4992E,Đồ án nghiên cứu Cử nhân (CTTT Kỹ thuật Ô tô),8(0-0-16-32),8,20,0.5
,ME4994,Đồ án nghiên cứu Cử nhân (Kỹ thuật Cơ khí),8(0-0-16-32),8,20,0.5
,ME4995,Đồ án nghiên cứu Cử nhân (Kỹ thuật Cơ điện tử),8(0-0-16-32),8,20,0.5
,CH4903,Đồ án nghiên cứu Cử nhân (Hóa học),8(0-0-16-32),8,20,0.5
