,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL1027,Kỹ năng nghe TA II,2(2-2-0-4),2,4,0.6
,FL1028,Kỹ năng đọc TA II,2(2-2-0-4),2,4,0.6
,FL1029,Kỹ năng viết TA II,2(2-2-0-4),2,4,0.5
,FL1401,Tiếng Pháp KSCLC 1,3(3-2-0-6),3,5,0.6
,HUT0001,Rèn luyện, ,0,0,1
,ICT1042,Tiếng Nhật 2,8(0-16-0-16),8,16,0.6
,ICT1051,Tiếng Nhật chuyên ngành 1, ,2,0,0.6
,ICT2010,Ngôn ngữ lập trình C,2,2,2,0.8
,ICT2110,Thực hành ngôn ngữ lập trình C,4,4,4,0.7
,ME1010,Hình họa,2(1-1-0-4),2,2,1
,MI1016,Giải tích I,4(3-2-0-8),4,5,0.5
,MI1023,Giải tích II,3(2-2-0-6),3,4,0.7
,MI1024,Toán II,5(4-3-0-10),5,7,0.5
,MI1027,Toán đại cương II,2(2-0-0-4),2,2,0.7
,MI1043,Giải tích III,3(3-1-0-6),3,4,0.7
,MI1127,Bài tập toán đại cương II,1(0-2-0-4),1,2,0.7
,MI2027,Lý thuyết xác suất,2(2-0-0-4),2,2,0.5
,MI2047,Toán rời rạc,2(2-0-0-4),2,2,0.7
,PH1027,Vật lý,4(4-0-0-8),4,4,0.7
,PH1019,Vật lý,4(4-0-0-8),4,4,0.5
