,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,TEX3013,Quản lý sản xuất ngành dệt,2(2-1-0-4),2,2,0.7
,TEX3123,Thiết kế mỹ thuật công nghiệp,2(1-2-0-4),2,3,0.5
,TEX4402,Tin học ứng dụng trong sản xuất công nghiệp may,3(0-0-6-6),3,6,0.6
,TEX4404,Thiết kế giầy cơ bản ,3(2-0-2-6),3,5,0.6
,TEX4405,Hình họa thời trang cơ bản,2(1-2-0-4),2,3,0.6
,TEX4411,Chuẩn bị dệt,2(2-0-0-4),2,2,0.7
,TEX4412,Thiết kế và gia công sản phẩm dệt kim,2(1-2-0-4),2,2,0.6
,TEX4414,Thiết kế sản phẩm da,2(1-2-0-4),2,3,0.6
,TEX4421,Kỹ thuật kéo sợi xơ ngắn,4(4-0-0-8),4,4,0.7
,TEX4422,Thiết kế dây chuyền may,3(2-2-0-4),3,4,0.6
,TEX4424,Thiết kế giầy nâng cao ,2(0-0-4-4),2,2,0.5
,TEX4425,Hình họa thời trang nâng cao,2(1-2-0-4),2,3,0.6
,TEX4431,Kỹ thuật dệt kim cơ bản,2(2-1-0-4),2,2,0.7
,TEX4441,Kỹ thuật dệt thoi,4(4-0-0-8),4,4,0.7
,TEX4442,Công nghệ sản xuất sản phẩm may,3(2-2-0-6),3,4,0.6
,TEX4444,Thực hành công nghệ sản xuất giầy,3(0-0-6-6),3,9,0.5
,TEX4445,Phát triển ý tưởng thời trang,2(1-2-0-4),2,3,0.5
,TEX4451,Kỹ thuật dệt kim hoa,2(2-1-0-4),2,3,0.7
,TEX4453,Thực hành công nghệ nhuộm – in hoa - hoàn tất sản phẩm dệt may,2(0-0-4-4),2,6,0.5
,TEX4462,Thực hành thiết kế trang phục,2(0-0-4-4),2,6,0.5
