,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET6441,Quang học y sinh,2(2-1-0-4),2,3,0.7
,ET6472,Trí tuệ nhân tạo và ứng dụng,3(3-1-0-6),3,4,0.7
,ET6351,Kỹ thuật lập kế hoạch điều trị trong xạ trị,2(2-1-0-4),2,3,0.7
,ET5012,Thực tập kỹ sư,6(0-0-12-12),6,15,0.5
,EE4468,Phân tích độ tin cậy,2(2-1-0-4),2,3,0.7
,EE5044,An toàn điện,2(2-1-0-4),2,3,0.7
,EE4074,Đồ án thiết kế II,3(0-0-6-6),3,6,0.7
,EE5572,Mô phỏng số trong thiết kế thiết bị điện,2(2-1-0-4),2,3,0.7
,EE4273,Thử nghiệm và thí nghiệm thiết bị điện,2(2-1-0-4),2,3,0.7
,EE5241,Mô phỏng và tối ưu hóa năng lượng trong thiết kế và vận hành tòa nhà,2(2-1-0-4),2,3,0.7
,EE5061,Sử dụng máy tính trong phân tích HTĐ,2(2-1-0-4),2,3,0.7
,EE5155,Khoa học dữ liệu ứng dụng trong hệ thống điện,2(2-1-0-4),2,3,0.7
,EE5154,Dự báo phụ tải,2(2-1-0-4),2,3,0.7
,EE4455,Các hệ thống cung cấp điện CN và dân dụng,2(2-1-0-4),2,3,0.7
,EE5432,Phương pháp tính toán điện từ trường,2(2-1-0-4),2,3,0.7
,EE4810,Thực tập kỹ sư,6(0-0-12-12),6,15,0.5
,ET6031,Phân tích thiết kế hệ thống thông tin vô tuyến,2(2-1-0-4),2,3,0.7
,ET6041,Internet thế hệ mới,2(2-1-0-4),2,3,0.7
,ET6191,Mô hình hóa hệ thống và các phương pháp mô phỏng số,2(2-1-0-4),2,3,0.7
,ET6540,An ninh mạng,2(2-1-0-4),2,3,0.7
