,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BEM4211,Anh văn ngành QTKD,3(3-0-0-6),3,3,0.7
,BEE4040,Bảo vệ và điều khiển HTĐ I,3(3-1-0-6),3,4,0.7
,BEE4061,Bảo vệ và điều khiển HTĐ II,3(3-1-0-6),3,4,0.7
,BEE4060,Đồ án III,2(0-0-4-4),2,4,0.7
,BEE5010,Đồ án tốt nghiệp,9(0-0-18-18),9,22.5,0.5
,BEM3190,Hành vi tổ chức,2(2-0-0-4),2,2,0.7
,BEE3425,Hệ thống cung cấp điện,3(3-1-0-6),3,4,0.7
,BEM4218,Hệ thống thông tin QT,3(3-0-0-6),3,3,0.7
,BEM4720,Kế toán doanh nghiệp,3(3-1-0-6),3,4,0.7
,BEM4351,Khóa luận tốt nghiệp,6(1-10-0-12),6,15,0.5
,BEM3140,Kinh tế học quốc tế,2(2-0-0-4),2,2,0.7
,BEM3100,Kinh tế học vi mô,3(3-1-0-6),3,4,0.7
,BEM3110,Kinh tế học vĩ mô,3(3-1-0-6),3,4,0.7
,BEM3130,Kinh tế lượng,3(3-0-0-6),3,3,0.7
,BEE4050,KTĐ cao áp I,3(3-1-0-6),3,4,0.7
,BEE5050,Kỹ thuật điện cao áp II,2(2-1-0-4),2,3,0.7
,BEM3220,Luật kinh doanh,3(3-0-0-6),3,3,0.7
,BEE4010,Lưới điện,3(3-1-0-6),3,4,0.7
,BEM3210,Marketing cơ bản,3(3-0-0-6),3,3,0.7
,BEE4020,Ngắn mạch trong HTĐ,3(3-1-0-6),3,4,0.7
