,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,FL1112,Tiếng Anh 6,2(0-2-2-4),0,5,0.7
,TEX4094,Vật liệu da giầy,2(2-0-1-4),2,3.5,0.6
,TEX4104,Tiếng Anh chuyên ngành da giầy,2(1-2-0-4),2,3,0.6
,JP2210,Tiếng Nhật 7,2(0-4-0-4),2,4,0.7
,JP2220,Tiếng Nhật 8,1(0-2-0-2),1,2,0.7
,JP3110,Tiếng Nhật chuyên ngành 1,2(0-4-0-4),2,4,0.7
,JP3120,Tiếng Nhật chuyên ngành 2,2(0-4-0-4),2,4,0.7
,JP3130,Tiếng Nhật chuyên ngành 3,2(0-4-0-4),2,4,0.7
,MS5310,Vật liệu polyme compozit hiệu năng cao,2(2-1-0-4),2,3,0.7
,MS5312,Đồ án chuyên ngành vật liệu compozit II,3(0-0-6-6),3,6,0.6
,MS2404,Hóa học trong công nghệ in,2(2-1-0-4),2,3,0.6
,MS2405,Thiết kế xuất bản phẩm,2(1-2-0-4),2,3,0.6
,MS3401,Thiết kế bao bì,2(1-2-0-4),2,3,0.7
,MS2406,Thực tập nhập môn Kỹ thuật in,1(0-0-2-2),1,3,0.6
,MS2407,Đồ án nhập môn Kỹ thuật in,2(0-0-4-4),2,4,0.6
,MS3402,Kỹ thuật chế bản điện tử,2(2-1-0-6),2,3,0.6
,MS3403,Thí nghiệm chế bản điện tử,1(0-0-2-2),1,3,0.7
,MS4401,Quản lý màu,2(2-1-0-4),2,3,0.7
,MS3404,Kỹ thuật chế khuôn in,2(2-1-0-4),2,3,0.6
,MS3405,Thí nghiệm chế khuôn,1(0-0-2-2),1,3,0.7
