,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,EE3392,Vật liệu điện,2(2-1-0.4-4),2,3.5,0.75
,EE3410,Điện tử công suất,3(3-0-1-6),3,4.5,0.75
,EE3413,Điện tử công suất,4(3-1-0.5-8),4,5,0.7
,EE3421,Cung cấp điện,3(3-1-0-6),3,4,0.7
,EE3422,Hệ thống cung cấp điện,3(3-1-0.4-6),3,4.5,0.75
,EE3432,Đồ án cung cấp điện,1(1-1-0-4),1,2,1
,EE3469,Hệ thống cung cấp điện,2(2-1-0-4),2,3,1
,EE3479,Đồ án cung cấp điện,1(1-1-0-4),1,2,1
,EE3480,Vi xử lý,3(3-0-1-6),3,4.5,0.7
,EE3483,Kỹ thuật vi xử lý,4(3-1-0.5-8),4,5,0.7
,EE3490,Kỹ thuật lập trình,3(3-1-0-6),3,4,0.7
,EE3499,Vi xử lí,2(2-1-0-4),2,3,0.75
,EE3500,Hệ thống thông tin công nghiệp,2(2-1-0.4-4),2,3.5,0.75
,EE3510,Truyền động điện,3(3-0-1-6),3,4.5,0.75
,EE3513,Truyền động điện,4(3-1-0.5-8),4,5,0.7
,EE3526,Truyền động điện,2(2-1-0-4),2,3,0.75
,EE3539,Truyền động điện,2(2-1-0-4),2,3,0.75
,EE3549,Truyền động điện,2(2-0-0-4),2,2,0.75
,EE3552,Điều khiển quá trình,2(2-1-0.5-4),2,4,0.7
,EE3553,Điều khiển quá trình,3(2-1-0.5-6),3,4,0.7
