,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,ET2080Q,Cơ sở kỹ thuật đo lường,2(2-0-1-4),2,3.5,0.7
,ET3120Q,Kỹ thuật điện tử,4(3-1-1-8),4,5.5,0.7
,ET3180Q,Thông tin vô tuyến,3(3-0-1-6),3,4.5,0.7
,ET3210Q,Trường điện từ,3(3-0-1-6),3,4.5,0.7
,ET3220Q,Điện tử số,3(3-0-1-6),3,4.5,0.7
,ET3230Q,Điện tử tương tự I,3(3-0-1-6),3,4.5,0.7
,ET3240Q,Điện tử tương tự II,3(3-0-1-6),3,4.5,0.7
,ET3250Q,Thông tin số,3(3-0-1-6),3,4.5,0.7
,ET3260Q,Kỹ thuật phần mềm ứng dụng,2(2-1-0-4),2,3,0.7
,ET3270Q,Thực tập kỹ thuật,2(0-0-4-4),2,4,1
,ET3280Q,Anten và truyền sóng,2(2-1-0-4),2,3,0.7
,ET3290Q,Đồ án thiết kế I,2(0-0-4-4),2,4,1
,ET3300Q,Kỹ thuật vi xử lý,3(3-0-1-6),3,4.5,0.7
,ET3310Q,Cơ sở điện tử viễn thông,3(3-1-0-6),3,4,0.7
,ET4010Q,Đồ án thiết kế II,2(0-0-4-4),2,4,1
,ET4020Q,Xử lý số tín hiệu,3(3-0-1-6),3,4.5,0.7
,ET4030Q,"Thiết kế, tổng hợp IC số và hệ thống số",4(4-1-0-8),4,5,0.7
,ET4040Q,Kiến trúc máy tính,3(3-0-1-6),3,4.5,0.7
,ET4060Q,Phân tích và thiết kế hướng đối tượng,3(3-1-0-6),3,4,0.7
,ET4070Q,Cơ sở truyền số liệu,3(3-0-1-6),3,4.5,0.7
