,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,CH5908,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,CH5909,Đồ án tốt nghiệp kỹ sư,9(0-0-18-18),9,22.5,0.5
,EE3529,Hệ thống thông tin công nghiệp,3(3-0-1-6),3,4.5,0.7
,EE4223,Đồ án khí cụ điện,2(2-1-0-4),2,4,0.7
,EE4261,Đồ án thiết kế máy điện,2(2-1-0-4),2,4,0.7
,EE4262,Đồ án thiết bị điều khiển,2(2-1-0-4),2,4,0.7
,EE4263,Đồ án khí cụ điện,2(2-1-0-4),2,4,0.7
,EE4300,Hệ thống thu thập dữ liệu và điều khiển bằng máy tính,3(3-1-0-6),3,4,0.7
,EE4340,Đồ án chuyên ngành,2(0-0-4-4),2,4,0.7
,EE4500,Đồ án chuyên ngành (KTĐ&THCN),2(0-0-4-4),2,4,0.7
,EE5020,Đồ án tốt nghiệp kỹ sư (ĐK&TDH),9(0-0-18-18),9,22.5,0.5
,EE5220,Hệ thống tự động hóa nhà máy giấy,2(2-1-0-4),2,3,0.7
,ET5020,Đồ án thiết kế III,3(0-0-6-6),3,6,0.7
,EV5102,Đồ án tốt nghiệp kỹ sư (CNMT),9(0-0-18-18),9,22.5,0.5
,EV5114,Đồ án III,2(0-4-0-4),2,4,0.7
,EV5202,Đồ án tốt nghiệp kỹ sư (QLMT),9(0-0-18-18),9,22.5,0.5
,HE4301,Đồ án thiết kế Kỹ thuật năng lượng,2(0-0-4-4),2,4,0.7
,HE4302,Đồ án thiết kế hệ đo lường giám sát công nghệ,1(0-0-2-2),1,2,0.7
,HE4401,"Đồ án thiết kế "" ĐHKK/HT sấy/Lò CN""",2(0-0-4-4),2,4,0.7
,HE4409,Hệ thống vận chuyển cung cấp không khí,2(2-0-0-4),2,2,0.7
