,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,BF5541,Thiết kế hệ thống sấy các sản phẩm thực phẩm,2(2-1-0-4),2,3,0.7
,BF5581,Thực tập tốt nghiệp,3(0-0-6-12),3,7.5,0.7
,BF5582,Đồ án Tốt nghiệp,9(0-0-18-36),9,22.5,0.5
,BF5702,Đồ án thiết kế 1 – CNSHMT,3(0-6-0-6),3,6,0.5
,BF5703,Kỹ thuật sinh học xử lý chất thải rắn,2(1-2-0-4),2,3,0.7
,BF5704,Kỹ thuật sinh học xử lý nước thải,2(1-2-0-4),2,3,0.7
,BF5707,Đồ án thiết kế 2 – CNSHTP,3(0-6-0-6),3,6,0.5
,BF5708,Thí nghiệm chuyên ngành CNSHTP,2(0-0-2-4),2,6,0.7
,BF5709,Đồ án thiết kế 3 – CNSHCN,3(0-6-0-6),3,6,0.5
,BF5705,Công nghệ chế phẩm sinh học bảo vệ môi trường,2(2-0-0-4),2,2,0.7
,BF5706,Thí nghiệm chuyên ngành CNSHMT,2(0-0-2-4),2,6,0.7
,BF5711,Công nghệ chế phẩm vi sinh vật,2(2-0-0-4),2,2,0.7
,BF5712,Công nghệ axit amin,2(2-0-0-4),2,2,0.7
,BF5713,Công nghệ chế phẩm enzyme,2(2-0-0-4),2,2,0.7
,BF5714,Thí nghiệm chuyên ngành CNSHCN,2(0-0-4-4),2,6,0.7
,BF5715,Đồ án thiết kế 4 – SHPT&TB,3(0-6-0-6),3,6,0.5
,BF5716,Công nghệ vắc xin,2(2-0-0-4),2,2,0.7
,BF5717,Công nghệ chế tạo sinh phẩm chẩn đoán,2(2-0-0-4),2,2,0.7
,BF5722,Vật liệu nano sinh học,2(2-0-0-4),2,2,0.7
,BF5718,Công nghệ protein tái tổ hợp,2(2-0-0-4),2,2,0.7
