,Mã học phần	,Tên học phần	,Thời lượng	,Số tín chỉ	,TC học phí	,Trọng số	
,MS4317,Lưu biến vật liệu polyme,2(2-1-0-4),2,3,0.7
,MS4318,Kỹ thuật vật liệu cao su,2(2-1-0-4),2,3,0.7
,MS4319,Nguyên lý thiết kế vật liệu polyme và khuôn mẫu,2(2-1-0-4),2,3,0.7
,MS5300,Kỹ thuật phân tích thống kê trong sản xuất polyme,2(2-0-0-4),2,2,0.7
,MS5301,Các phuơng pháp tổng hợp polyme tiên tiến,2(2-1-0-4),2,3,0.7
,MS5302,Công nghệ gia công chất dẻo,2(2-1-0-4),2,3,0.7
,MS5303,Vật liệu polyme nano compozit,2(2-1-0-4),2,3,0.7
,MS5304,Polyme y sinh,2(2-1-0-4),2,3,0.7
,MS5305,Chuyên đề I,2(2-0-0-4),2,2,0.7
,MS5306,Kỹ thuật và vật liệu in 3D,2(2-1-0-4),2,3,0.7
,MS5307,Bao bì chất dẻo,2(2-1-0-4),2,3,0.7
,MS5308,Vật liệu polyme chức năng,2(2-0-0-4),2,2,0.7
,MS5309,Đồ án chuyên ngành Polyme II,3(0-0-6-6),3,6,0.6
,MS5311,Vật liệu cao su nanocompozit,2(2-0-0-4),2,2,0.7
,MS5391,Thực tập kỹ sư,6(0-0-12-12),6,15,0.6
,MS5392,Đồ án tốt nghiệp Kỹ sư,9(0-0-18-18),9,22.5,0.5
,FL2100,Toeic NC1,4(3-3-0-8),0,6,0.7
,FL2101,Toeic NC2,4(3-3-0-8),0,6,0.7
,FL2102,Toeic NC3,4(3-3-0-8),0,6,0.7
,FL2103,Toeic NC4,4(3-3-0-8),0,6,0.7
